stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,194.38,4815.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.09,0,0,0,0,0,0,0,0,0,0,0
  5-6,260.37,4538.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.12,13.98,0,0,57.21,0,130.75,0,0,0,0,0,0,0,0,0,0,0
  7-9,166.06,85.31,214.51,0,0,0,362.79,0,0,0,0,0,127.66,0,0,0,0,0,0,0,0,0,0,0,3902.45,138.18,0,0,1466.99,0,3.29,31.01,0,0,0,0,0,0,0,0,0,0
 10-12,0,191.33,284.26,0,42.22,0,399.23,0,0,0,0,0,77.74,0,0,0,0,0,0,0,0,0,0,0,3462.75,69.76,0,0,1272.05,0,8.13,24.66,5.62,99.83,0,4.93,0,0,0,0,0,0
 14-21,0,0,21.49,222.27,61.36,0,93.67,0,0,0,30.12,13.88,0.87,1.07,0,3.06,0,0,1.04,0,112.64,0,0,84.69,1663.86,51.17,8.57,17.43,66.03,0,28.06,1.81,203.89,19.06,6.01,114.95,472.7,0,0,10.85,0,0
 24-34,0,0,5.24,53.02,22.72,0,330.78,0.91,4.21,4.59,68.3,4.48,1.11,0.69,3.57,8.68,2.33,5.39,2.4,0,222.32,0,0,64.72,2739.33,24.08,20.5,25.65,0,1.14,45.2,0,6.38,3.68,1.82,9.23,564.2,0,0,29.76,0,1.4
 36-46,0,0,0,35.71,4.04,0,643.04,0,2.55,0,42.95,0,0,0,1.27,0,11.91,2.48,3.63,0,130.7,0,1.88,45.51,1545.63,2.92,8.14,10.84,0,8.7,17.38,0,1,2.48,0,0,349.64,0,0,6.26,0,2.75
 48-58,0,0,0.4,25.45,2.52,0,776.75,1.3,7.92,1.28,31.37,0.97,0,2.16,1.58,7.31,2.23,1.81,2.68,0,179.73,0,8.17,42.21,639.54,0.39,2.16,10.48,0,0,9.42,0,0,0,0,0,122.75,0,0,18.05,0,2.78
 60-70,0,0,0,33.8,3.32,0,470.9,0,1.03,0,45.64,8.17,0,1.7,5.16,0,4.1,1.3,0.74,0,114.48,0,5.38,17.3,386.15,1.4,1.66,4.38,0,1.44,8.17,0,0,0,0,0,23.57,0,0,6.02,0,5.83
 72-82,0,0,0,22.72,0.65,1.22,138.44,0.55,0,2.15,39.86,3.79,0,4.1,5.54,0.52,1.68,0,1.61,0.49,111.59,0.58,12.94,15.02,222.1,2.08,2.82,5.11,0,0,3.58,0,0,0.55,0,0,13.45,0,3.12,10.4,0,1.1
 84-94,0,0,0,18.13,7.54,1.17,204.72,0,0,2.72,46.76,7.52,0,1.84,3.69,4.39,9.29,0.78,4.06,0,125.31,0,11.47,26,270.44,3.27,3.22,4.38,0,0,5.31,0,0,1.25,0,0,2.26,1.93,1.98,30.04,0,4.41
 96-106,0,0,0,20.33,20.14,0,143.75,0,1.25,0.84,65.58,6.6,0,4.29,18.58,0.63,0,2.56,0.76,0,70.11,0,3.56,11.38,257.07,0.81,5.36,7.9,0,0,4.33,0,0,3.99,0,0,3.25,2.64,0,18.45,0.74,0
108-118,0,0,0,18.76,7.43,0.98,181.5,0,0,0,50.9,4.32,0,0.47,19.14,0,3.4,3.63,8.29,1.11,83.02,0,8.19,17.6,311.93,2.18,4.57,6.79,0,1.95,7.46,0,0,1.65,0,0,4.92,0.41,0,11.39,0.54,3.85
120,0,0,0,22.47,14.78,0,184.26,1.1,0,3.53,56.44,6.17,0,0,25,0,0,0,3.28,0,66.93,0,2.08,18.95,345.51,0,0,13.26,0,0,4.03,0,0,0,0,0,0,0,0,6.49,0,0
