stage,eye,glial,immune,neural,otic
 48-58,0.85,0.55,0,7.37,0
 60-70,3.17,1.46,0,0,0
 72-82,9.03,0.62,0.61,18.5,0
 84-94,0,0,0,3.65,0
 96-106,1.26,0,0,2.3,0
108-118,0.5,1.5,0,5.42,0
120,3.83,0,0,33.23,2.44
