stage,epidermis,eye,glial,neural
 24-34,0,0,0,2.85
 48-58,3.07,0,0,2.5
 72-82,0,0,0,7.79
 84-94,0,5.45,1.84,2.08
 96-106,0,3.86,0,5.1
108-118,0,0.63,0,1.2
120,0,0,0,55.84
