stage,erythrocytes,eye,glial,gut,immune,ionocyte,lateral_line,melanocytes,neural,periderm,pronephros,vasculature
 24-34,0,0,0,0,0.62,0,0,0,0,0,0,6.29
 36-46,0,0,0,0,5.61,1.01,0,3.4,0,0,1.03,0
 48-58,0,0,0,0,0,0,0,0,0.62,0,0,0.58
 60-70,0,0,0,0,0,0,0,0,1.45,0,0,0
 72-82,0,0,1.6,0,1.97,0,0,0,0.76,1.59,0,0
 84-94,0,0,0,2,1.69,0,0,0,0,0,0.64,3.63
108-118,2.73,0,0,0.45,0,0,0.63,0,0,0,0,0
120,0,15.48,0,0,6.02,0,0,0,0,0,0,0
