stage,axial,blastomeres,endoderm,eye,mural_cell,muscle,neural,olfactory,paraxial_mesoderm,presomitic_mesoderm,spinal_cord
  5-6,7.04,38.88,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.82,4.55,0,0,9.77,0,5.57,0,0
 10-12,0,0,0,9.69,0,0,22.31,0,4.22,0,0
 14-21,0,0,0,1.65,0,1.25,2.51,0,0,0.88,0
 24-34,0,0,0.79,0,0,0,0,0.83,0,0,5.26
 36-46,0,0,0,1.55,0,0,0,0.84,0,0,0
 60-70,0,0,0,0,0,0,0.66,0,0,0,0
 84-94,0,0,0,0,0.61,0,0,0,0,0,0
