stage,eye,gut,immune,liver,melanocytes,mesenchyme,periderm,spinal_cord,xanthophores
 24-34,3.17,0,0,0,0,0.72,0,0.69,0
 36-46,0,0,0,0,8.46,0,0,0,0
 60-70,0,0,0,0,0,0,1,0,0
 72-82,0,0.72,0,0,0,0,0,0,5.14
 96-106,0,0,1.73,0,0,0,1.9,0,0.66
108-118,2.89,0,0,1.5,0,0,0,0,0
