stage,eye,glial,mesenchyme,neural,pericytes,spinal_cord
 24-34,0.61,0,0,0.64,0,0
 36-46,7.49,2.3,0,32.34,0,4.44
 48-58,9.98,3.65,3.25,28.35,0,8.35
 60-70,3.13,1.99,0,8.15,0,0
 72-82,3,3.86,0,5.19,0,0
 84-94,1.42,1.24,0,10.46,0.6,5.22
 96-106,4.55,0.71,0,9.68,0,1.13
108-118,0,0,0,4.07,0,0
120,3.74,0,0,0,0,0
