stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0.93,1.05,2.75,23.91,12.09,0,11.4,0,0,0,4.56,0,0,0,0,0,0,0,0,0,4.08,0,0,9.74,459.27,18.1,15.76,2.48,17.64,0,2.38,197.57,1.71,5.89,259.8,192,0,0,8.08,0,0
 24-34,0,7.58,0,6.07,0,0,79.62,0,0.7,0,9.22,0,0,3.27,0,1.61,0,0,0.75,0,20.87,0,0,7.49,1786.52,1.46,82.87,0.68,0,0,3.88,3.34,0,1.64,43.39,197.8,0,0,51.41,0,0
 36-46,0,0,0,7.49,7.91,0,263.87,0.83,0,0.94,9.63,0.82,0,0.56,1.46,0,0,0,0.8,0,11.54,0.79,10.03,2.83,3098.15,0.59,70.66,0,0,0,15.46,1.82,1.75,1.28,0,274.97,0,0,31.38,0,2
 48-58,0,0.46,0,18.13,5.1,0,1329.95,0,3.37,2.65,58.07,0,0.54,1.6,5.77,0.86,22.79,0,7.91,3.69,37.71,0.82,3.05,7.58,4096.66,4.84,51.05,1.25,0,0.61,23.89,0,1.45,0,0,314.3,0,0,22.27,0,4.19
 60-70,0,0.7,0,17.68,0,0,2721.61,1.4,4.47,0.59,45.86,0.78,4.94,8.13,1.44,0,8.02,2.05,0,6.76,43.07,4.45,0.89,18.37,3920.06,0,53.94,2.6,0,0,27.86,0,0,0,0,271.13,2.2,0.71,11.97,0,9.66
 72-82,0,3.81,0,8.51,5.7,0,1991.34,0,1.06,2.74,42.43,1.41,0,0,12.14,6.84,0,0,3.49,0,56.4,2.31,0.51,2.41,2794.51,0,28.02,1.04,0,0,4.22,0,0,0,0,141.59,4.45,1.33,11.81,2.91,2.8
 84-94,0,4.97,0,21.47,9.28,0,1052.43,0,1.17,2.12,57.72,2.87,0,1.02,13.47,3.97,9.34,2.42,3.5,0,51.03,0,6.23,5.13,1648.14,0,33.41,3.41,0,0,35.31,0,2.03,0,0,93.55,5.21,3.22,10.3,0.57,1.45
 96-106,0,9.2,0,12.53,2.42,0.59,781.21,0,1.25,0,33.99,6.5,0,1.31,12.75,0,6.49,2.32,3.07,0,27.96,13.06,0.62,3.55,1263.55,0.81,39.7,3.2,0,0,14.42,0,1.4,0,0,22.82,0,0,14.16,1.94,0
108-118,0,4.33,0,18.78,5.34,6.47,691.22,0,0.94,2.92,30.35,7.04,0,0.69,30,1.01,0,0.43,2.22,0,46.23,1.6,5.75,4.15,1664,0,36.02,3.15,0,2.11,14.98,0,0,0,0,31.3,10.01,1,10.37,2.06,0
120,0,0,0,25.84,0,0,732.87,0,0,0,84.12,1.73,0,0,44.09,0,0,1.72,12.01,0,36.72,0,0,0,3173.81,0,29.36,0,0,0,0,0,0,0,0,28.29,0,0,18.56,0,0
