stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,spinal_cord
  3-4,14.13,0,0,0,0,0,0
  7-9,0,0,3.69,0,0,4.13,0
 10-12,0,0,0,0,0,11.66,0
 14-21,0,0.81,0,0,0,2.02,1.84
 24-34,0,0,0.75,0,0.78,4.49,0
 36-46,0,0,0,0,0,6.03,0.99
 48-58,0,0,9.56,0,0,5.92,0
 60-70,0,0,0,1.94,0,1.27,0
 72-82,0,0,3.82,0.61,0,0.93,0
 84-94,0,0,2.23,0,0,0,0
 96-106,0,0,0,0.59,0,3.74,0
108-118,0,0,0,0,0,6.45,0
