stage,blastomeres,epidermis,eye,lateral_line,mesenchyme,neural,olfactory,otic,paraxial_mesoderm,periderm,somites,spinal_cord
  3-4,43.22,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,4.35,0,0,4.18,0,0,7.71,0,0,0
 10-12,0,0,0,0,0,12.47,0,0,0,0,0,0
 14-21,0,1.98,0,0,1.2,0,0,0,0,4.27,1.2,7.14
 24-34,0,0,0,0,0,0,0.77,0,0,0,0,0
 48-58,0,0,0,0.49,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.62,0,0,0,0,0,0,0
 96-106,0,0,0,3.66,0,0,0,0,0,0,0,0
108-118,0,2.45,0,0,0,0,0,0.66,0,0,0,0
120,0,0,0,4.64,0,0,0,0,0,0,0,0
