stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,20.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.24,3.65,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,5.78,0,0,0,0,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,47.21,3.88,0,0,0,0,0,0,0,11.66,0,0,5.09,0,0,0,0,0
 14-21,0,0,1.9,77.11,11.46,0,3.63,0,0.95,0,1.9,2.53,0,2.6,0,0,0,0,7.58,1.05,9.46,0,0,13.7,58.41,7.7,1.04,1.23,0,0,48.51,0,2.54,5.2,2.97,8.5,26.2,0,0,1.89,0,0
 24-34,0,0.8,2.59,93.48,4.85,0,12.3,3.25,14.82,0.76,0.64,0,2.59,3.97,1.92,2.97,0,0.63,11.8,0,52.64,1.27,0.69,26.04,241.02,8.6,17.75,3.28,0,0,450.27,0,0,7.5,11.14,7.11,136.64,0,0,12.47,0,11.07
 36-46,0,0.85,0,98.39,0.73,0,12.54,24.5,25.04,2.87,8.04,1.99,0,4.8,12.08,9.13,0.56,0,1.56,4.19,40.8,1.87,1.13,39.92,202.19,3.77,18.9,0.57,0,0,514.67,0,0,4.32,23.25,0,137.22,0,0,8.02,0,0
 48-58,0,1,0,127.19,9.21,0,50.4,13.56,28.54,4.97,24.71,2.3,0.37,4.49,2.33,8.24,0.62,3.33,7.33,10.5,77.38,7.84,7.12,15.02,244.12,11.34,22.54,12.68,0,0,435.64,0,0,1.93,12.72,0,78.84,0,0.85,23.3,0,21.37
 60-70,0,0.7,0,123.64,7.93,0,120,24.87,48.3,2.35,29.63,10.26,0,0.59,4.75,18.41,5.97,1.13,9.73,0,90.83,8.95,7.34,25.62,274.44,11.78,29.67,7.29,0,0.96,417.69,0,0,3.18,2.28,0,51.99,1.22,3.3,18.58,0,7.87
 72-82,0,2.02,0,101.08,16.45,0,112.68,22.11,31.52,6.25,25.18,62.74,0.58,0.79,1.05,6.94,3.78,3.19,0,0.49,179.57,8.21,7.47,20.42,348.6,3.09,22.78,17.81,0,4.82,322.02,0,0,1.35,5.93,0,79.74,9.18,10.44,30.18,11.09,31.29
 84-94,0,4.42,0,206.92,17.17,1.33,74.75,22.02,48.43,10.18,26.74,124.39,3.67,1.01,7.56,12.06,13.91,0.97,6.02,5.69,141.91,12.73,14.2,28.3,251.02,3.16,33.38,20.58,0,7.18,663.69,0,0,6.77,2.23,0,40.49,25.38,17.39,45.89,14.83,3.09
 96-106,0,2.75,0,135.49,43.55,18.43,136.7,23.79,38.63,7.72,50.76,141.7,1.32,2.62,16.12,20.48,3.88,9.08,2.18,1.15,162.93,22.6,9.53,23.11,244.23,1.07,22.96,25.19,0,10.69,576.72,1.35,0,4.87,12.38,0,21.17,35.82,4.22,62.86,12.76,14.11
108-118,0,3.37,0.49,235.11,25.07,7.65,91.28,27.15,63.7,8.92,35.01,173.62,0,3.28,16.86,22.47,9.19,9.75,6.76,5.57,164.35,21.89,8.29,33.18,268.93,9.13,11.73,21.17,0,5.54,591.73,0,0,4.27,10.08,0,20.75,49.09,8.74,52.68,18.46,1.7
120,0,0,4.41,183.57,27.01,3.87,57.04,19.64,30.83,2.63,59.28,133.55,0,2.63,12.28,8.17,9.98,7.05,0,0,154.22,28.19,11.44,19.03,360.48,1.57,30.25,26.17,0,0,316.03,0,1.12,4.86,3.71,0,74.74,20.49,3.76,40.04,47.82,2.27
