stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.31,399.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.17,120.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,8.29,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,21.07,4.41,0,0,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,21.47,0,0,0,64.89,0,0,0,0,0,9.35,0,0,0,0,0,0,0,0,0,0,0,593.92,0,0,0,88.8,0,0,7.55,0,5.44,0,0,0,0,0,0,0,0
 14-21,0,0,1.93,10.95,22.57,7.77,0,21.63,0,0,0,23.44,2.47,0,1.78,0,0,0,0,0,0,4.67,0,0,3.74,996.47,17.52,1.07,2.82,1.2,0,9.02,1.33,0.8,20.58,2.08,1.19,221.31,0,0,5.51,0,0
 24-34,0,0,1.94,3.32,30.2,0,0,111.09,0,1.3,0,40.86,0,0,11.95,0.6,1.66,9.88,17.71,0,0,67.62,1.39,0,40.81,4047,7.56,22.84,9.2,0,0,58.8,0,0,14.38,6.44,10.54,688.53,0,0,53.9,0,0
 36-46,0,0,0,1.11,35.9,0,0,428.42,2.13,0.68,2.79,170.33,3.29,0,49.13,0,4.54,0,12.18,3.97,0,224.78,1.21,4.49,48.03,5083.37,14.8,35.62,20.27,0,0,50.99,0,0,6.75,4.02,0.63,1205.94,0,7.61,52.19,0,0
 48-58,0.58,0,0.65,0,31.43,0,0,943.77,6.14,11.8,1.25,277.21,0.56,4.45,11.88,0.43,5.54,2.79,9.82,0.48,5.41,255.45,3.19,17.2,28.33,3576.32,3.52,12.95,9.85,0,0.92,53.08,0,0,1.21,0.73,0.55,884.14,0,2.95,96.99,0.48,7.16
 60-70,0,0,0.65,0,58.7,0,0,1676.43,2.34,0,2.28,335.26,7.16,1.71,14.3,5.34,0,3.01,16.87,12.26,10.35,677.4,2.49,16.23,47.76,2688.24,16.91,8.65,33.11,0,8.3,43.35,0,0,2.05,2.16,0,594.86,0.77,19.27,36.06,4.34,0
 72-82,0,0,1.87,0,44.83,9.86,0.9,2150.71,3.78,4.86,5.92,279.82,5.07,0.52,5.39,9.63,1.24,9.93,18.35,4.08,0,757.28,2.04,31.57,29.3,2058.09,3.16,23.1,11.37,0,3.11,16.78,0,0,1.63,0,0,352.03,9.28,7.7,104.5,23.87,0
 84-94,0,0,3.27,2.08,61.39,1.77,0,1719.91,6.02,1.88,5.27,259.48,11.56,0.6,14.28,4.75,3.2,0.63,8.12,1.15,0,651.56,1.23,23.08,43.85,1486.2,7.97,18.85,26.65,0,7.97,43.27,0,0,5.56,0.68,0,225.52,7.83,13.02,90.33,18.96,6.59
 96-106,0,0,8.32,1.03,49.29,14.95,4.35,1750.37,17.03,11.13,18.61,266.4,23.12,0,15.51,10.84,3.43,0.59,18.61,2.95,0,616.5,0,21.64,35.73,1170.56,3.63,35.76,29.43,0,18.94,82.48,0,0,1.43,1.8,0,131.78,7.1,23.76,110.6,30.52,0
108-118,0,0,6.31,2,78.04,11.72,1.6,1553.82,8.67,5.32,1.93,349.51,37.16,0,14.48,28.08,1.33,0,31.53,8.12,0,793.84,4.99,36.51,44.84,1752.22,11.98,26.42,42.96,0,41.97,67.82,0,0,6.72,0.9,0,120.17,8.13,15.63,112.76,31.81,4.36
120,0,0,0,1.28,57.25,2.75,0,1666.35,41.47,11.59,2.12,448.01,61.36,0,3.15,13.04,2.95,0,22.25,3.92,0,655.26,0,53.62,48.9,2414.91,10.29,39.26,20.83,0,76.23,55.27,0,0,4.25,18.12,0,51.58,7.49,41.33,198.56,15.39,0
