stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,23.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.35,0,0,0,0,0,0,23.48,0,0,0,0,0,12.44,0,0,0,0,0,0,0,0,0,0,0,86.76,15.46,0,0,10.11,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.85,0,18.78,0,0,0,32.11,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,212.08,0,0,0,80.52,0,0,5.47,0,3.53,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,5.06,42.1,5.63,0,10.22,0,0,0,1.01,1.38,0.91,0,0,1.81,0,0,0,0,9.55,0,0,10.12,92.82,3.28,0,1.07,1.99,0,2.13,0.91,12.75,5.3,0.86,8.59,33.97,0,0,0,0,0
 24-34,0,0,0,1,18.78,0.6,0,21.14,0,0.82,1.43,5.35,0,0,0,4.37,7.97,0.63,2.21,0,0,40.09,0,0,14.48,190.45,0,8.11,0.74,0,0,12.65,0,0,9.09,0,1.91,74.88,0,0,5.44,0,0.62
 36-46,0,0,0,0,4.12,0,0,31.3,1.92,2.88,1.2,7.88,0.56,0,0.71,5.94,0.65,0.94,3.8,3.31,1.46,40.21,0,0,15.45,147.62,1.09,5.9,4.07,0,0,5.09,0,0,8.84,0,0,45.32,0,0,14.11,0,1.44
 48-58,0,0,2.41,0,7.99,0,0,69.87,0.57,15.82,1.35,20.16,3.37,0,1.57,9.08,3.49,0,1.46,0,2.68,63.78,0.95,0.83,9.53,180.59,0.41,21.65,2.74,0,1.13,0.5,0,0,10.3,0,0,53.55,0,0,10.83,0,8.13
 60-70,0,0,1.19,0,14.18,0,0,161.67,2.77,9.45,5.6,15.52,0,0,0.7,39.4,0,0,7.49,0,0,77.18,0,0,3.06,192.66,0,21.39,4.49,0,0,7.84,0,0,0,1.45,0,26.63,0,4.02,11.19,0,9.2
 72-82,0,0,4.58,0,14.03,3.24,0,184.39,0,10.3,1.73,29.84,1.45,0,2.36,11.59,1.14,0,11.68,0,0,78.6,2.67,5.44,16.65,163.82,3.35,24.21,3.85,0,0,0,0,0,4.33,0,0,32.33,0,0.96,22.03,0.51,13.03
 84-94,0,0,0,0,28.94,0,0,108.11,1.17,14.33,1.17,34.35,5.36,0,3.46,27.88,4.07,2,9.77,9.54,0,86.27,0,5.78,6.73,182.36,1.14,26.2,18.5,0,7.18,13.26,0,0,7.33,0,0,54.91,4.88,5.82,14.98,1.7,5.1
 96-106,0,0,3.49,0,10.2,22.5,1.56,155.72,0,7.56,1.31,29.77,4.16,0,0.78,19.15,1.47,17.93,13.66,13.65,0,81.64,1.74,6.51,4.05,139.47,0,27.05,3.07,0,0,10.16,0,0,4.36,0,0,8.13,16.1,1.27,24.3,4.17,6.04
108-118,0,0,1.15,0.74,19.56,0,3.96,192.87,0,12.87,0.64,32.51,7.42,0,0,19.84,4.65,8.69,7.71,7.74,1.31,83.18,7.54,3.18,13.71,169.12,0,17.13,11.53,0,11.16,4.42,0.79,0,12.8,0,0,10.26,6.7,3.49,20.76,3.26,9.04
120,0,0,0,0,29.74,5.27,5.3,98.89,0,26.22,12.22,42.96,17.32,0,0,25.17,1.06,0,13.18,0,0,60.93,4.37,35.99,15.35,187.27,0,24.16,26.59,0,0,8.59,0,0,17.12,0,0,3.82,0,1.32,6.44,1.59,0
