stage,epidermis,eye,fin_epithelia,glial,immune,neural,periderm,vasculature
  7-9,0,0,0,0,0,8.83,0,0
 24-34,0,0,0,0,0,1.36,0,0
 36-46,5.77,0,0,0,0,0,0,0
 60-70,3.42,0.86,0,0,1.88,0,5.05,0
 72-82,0,0,0,0,0,0,1.88,0
 84-94,0,0,0.57,0,0,0,3.38,0
 96-106,1.4,0,0,0,0,0,3.79,0
108-118,2.05,0,0,0,0,0,1.39,2.7
120,3.71,0,2.04,1.96,0,0,1.78,0
