stage,eye,glial,mesenchyme,neural,spinal_cord
 24-34,0,0,1.64,2.9,0
 48-58,0,5.91,0,7.21,0.64
 72-82,0,0,0,8.54,0
 84-94,1.49,0,0,0,0
 96-106,0,0,0,3.15,0
