stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,116.44,1911.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.72,0,0,0,0,0,0,0,0,0,0
  5-6,209.94,3129.62,0,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,27.67,13.98,0,0,0,0,41.06,0,0,0,0,0,0,0,0,0,0
  7-9,27.82,22.14,0,11.53,0,0,0,40.09,0,0,0,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,345.9,0,0,0,141.17,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.88,0,17.82,0,5.46,0,23.65,0,0,0,0,0,18.32,0,0,0,0,0,0,0,0,0,0,0,245.21,11.55,0,0,129.95,0,0,5.55,0,28.66,0,0,0,0,0,0,0
 14-21,0,0,0,9.92,20.48,6.43,0,8.82,0,0,0,0,3.45,0,1.01,0,5.57,0,0,0,0,11.33,0,0,7.09,118.35,0.88,0,0.87,0,0,7.65,0,17.52,0,9.62,41.42,0,0,0,0,0
 24-34,0,0,0,0,5.64,2.63,0,20.23,0,0.81,0.76,1.56,1,0,0,0,0,0,0,0,0,14.47,0,0,13.41,154.44,0.59,1.76,1.37,0,0,6.11,0,0,0,3.14,29.61,0,0,9.04,0,0
 36-46,0,0,0,0,4.68,0,0,52.83,0.67,0,1.74,6.6,0,0,2.82,0,0,0.81,0,1.14,1.63,46.29,1.72,0.72,3.16,203.63,2.8,5.32,0,0,0,33.21,0,1.63,0,0,60.91,0,0,4.13,0,0.72
 48-58,0,0,0,0,10.04,0,0,61.32,0.45,0.8,1.05,29.45,0,0,0.55,0,0,6.41,2.39,0,4.19,53.52,1.61,0,6.63,91.48,1.5,0,1.27,0,0,5.41,0,0,0,0,36.06,0,0.51,4.59,0,3.17
 60-70,0,0,0,0,12.17,0,0,21.46,0,3.92,8.77,4.74,0.81,4.08,0.66,0,0,0,0.77,0,0,22.26,0.63,0,2.36,31.31,0,2.13,0.87,0,0,9.72,0,0,0,0,0.88,0,0,2.1,0.87,0
 72-82,0,0,2.16,0,9.47,10.01,0,48.08,0,0.62,5.42,16.74,0.51,0,1.64,0.98,1.8,7.38,1.32,0,0,86.28,1.38,4.51,3.96,60.77,0,0,3.37,0,0,12.78,0,0,0,0,6.29,0,0,6.68,0,0
 84-94,0,0,1.44,0,6.83,1.72,0,24.2,0,1.75,3.71,2.9,0.58,0.6,0,4.63,0.67,3.77,0.61,0,0,36.11,1.39,1.75,5.32,14.28,5.65,5.25,6.81,0,0,22.75,0,0,0,0,3.19,0,0.62,1.29,1.53,0.64
 96-106,0,0,1.19,0,8.86,4.88,0,15.15,0,0.59,7.43,12.79,3.92,0,3.6,8.77,0.66,1.75,3.93,0,0,40.44,0,0,3.85,14.07,0,1.79,1.97,0,0,14.2,0,0,0,0,4.77,1.08,0,5.99,3.01,5.75
108-118,0,0,0.97,0,26.38,5.71,1.04,19.94,0.42,1.65,2.01,22.37,1.25,0,0,8.84,0,4.04,0.66,0,0,41.33,0.77,2.22,1.26,28.81,0.68,0.66,0,0,2.53,16.57,0,0,0,0,0,1.09,0,4.14,0,3.26
120,0,0,0,0,21.28,5.96,0,21.92,0,4.36,0,31.4,3.7,0,0,4.95,3.42,1.92,0,1.84,0,33.68,0,0,5.92,26.76,4.45,2.15,2.34,0,0,16.74,0,0,1.97,0,0,4.02,0,1.26,0,0
