stage,epidermis,eye,fin_epithelia,glial,mesenchyme,mucous,neural,olfactory,periderm
 24-34,0,0,0,0,0,0,1.92,0,0
 48-58,3.44,1.93,0,0,0,0,5.21,0,0
 60-70,5.97,0,0,0,0,0,1.34,0,0
 72-82,0,0,0,2.38,0.56,0,0.94,0.88,0
 84-94,0,0,0,0,0,0,0,0,4.98
 96-106,0,0,0,0,0.83,0,1.57,0,2.92
108-118,0,0,1.19,0,0,8.15,0,0,0.61
