stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,157.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.88,0,15.27,0,9.23,0,35.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,148.19,20.4,0,0,3.31,0,0,0,0,17.62,0,0,0,0,0,0,0,0
 14-21,0,0,25.84,2087.44,91.84,0,761.11,0,0.85,0,43.32,17.47,4.9,19.29,0,1.43,1.5,3.9,0,15.46,2344.21,8.54,0,2262.78,2951.08,361.01,0,11.35,50.97,0,17.47,0,222.05,292.85,20.9,1201.46,732.1,0,0,8.49,0,34.7
 24-34,0,1.29,25.29,668.45,6.15,0,260.57,0.69,76.21,7.99,51.24,1.32,0,25.77,2.39,0,11.78,2.96,0,13.81,2202.52,5,5.75,1217.33,521.24,31.41,3.56,6.48,0,11.32,29.25,0,0,14.94,0,42.47,82.53,0,0,12.94,0,11.81
 36-46,0,0.73,0,533.61,0,0,457.5,7.58,780.22,58.79,47.84,25.01,0,45.64,0.57,1.57,35.17,3.24,0,6.34,2781.44,16.38,107.64,1006.07,924.15,66.24,6.73,48.34,0,0,19.8,0,2.87,16.79,0.56,2.67,153.77,0,4.41,14.48,0,56.36
 48-58,0,0,0,149.29,0,0,149.94,4.6,177.31,17.37,28.4,2.06,0,24.17,1.55,0.65,12.58,1.27,3.33,0,1514.57,0.41,111.02,444.12,363.44,12.6,5.19,16.74,0,2.99,9,0,0,3.43,0.5,0,22.32,0,2.29,5.15,0.78,48.04
 60-70,0,0,0,195.64,0,0,692.32,0.81,483.63,33.02,175.78,3.14,0,26.32,5.32,0,15.11,4.12,17.65,0,2806.45,2.18,205.19,437.58,1072.07,33.1,10.44,172.15,0,52.63,10.03,0,0,8.91,0,0,78.63,0,49.29,2.92,52.38,12.73
 72-82,0,0,0,66.11,7.94,0.55,132.56,1.54,69.17,25.71,108.41,0.81,0,9.14,0,0.53,4.81,8.04,15.39,1.32,1980.42,1.13,137.62,262.27,208.66,4.71,1.56,81.73,0,23.12,1.18,0,0,0,0,0,16.65,0,58.52,4.72,56.96,10.74
 84-94,0,0,0,128.69,0,0.94,187.21,4.59,180.68,22.87,88.55,1.8,0,18.92,0.95,1.15,36.99,4.09,74.56,0,1971.03,2.05,156.2,336.24,206.12,6.1,3.8,64.37,0,42.78,2.27,0,0,0,0,0,4.26,0,67.38,8.84,48.1,3.34
 96-106,0,0,0,228.04,28.6,1.19,283.46,4.15,175.31,34.96,170.61,8.37,0,143.89,4.42,4.77,13.54,1.17,69.55,2.07,3197.6,3.74,259.15,308.55,479.46,11.04,2.96,176.56,0,198.83,13.3,3.05,0,1.32,0,0,2.58,3.37,94.71,24.68,217.95,6.54
108-118,0,0,0,326.33,2.51,18.76,201.96,3.01,223.86,62.92,291.57,17.49,0,29.17,19.22,15.69,57.37,5.9,139.44,3.13,3511.38,0,227.32,362.57,486.45,14.21,20.61,252.8,0,309.88,8.36,0,0,1.38,0.51,0,27.6,1.45,131.58,42.75,172.32,22.14
120,0,0,0,167.09,0,4.06,128.78,0,134.4,36.75,105.43,23.48,0,33.81,45.68,1.66,44.28,8.39,78.69,0,2167.31,4.69,166.35,319.94,372.55,9.31,8.34,107.11,0,243.36,6.23,0,0,2.78,0,0,28.97,0,39.35,1.96,45.32,11.4
