stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,179.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0,0,0,0,0,0
  5-6,151.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,0,259.88,0,0,0,0,0,0,0,0,0,0
  7-9,4.84,0,3.37,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.99,3.24,0,0,25.79,0,36.24,0,0,0,0,0,0,0,0,0,0
 10-12,7.9,0,7.45,0,0,0,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.61,0,0,0,34.33,0,0,0,22.09,0,0,0,0,0,0,0,0
 14-21,0,1.87,1.76,10.18,0,0,1.3,0,0,0,8.98,0,0,0,0,7.94,0,0,8.04,0,0,1.09,0,0,206.21,0,4.46,1.05,1.99,0,56.03,3.33,2.08,0,2.49,115.42,0,0,0,0,0
 24-34,0,0,3.56,14.11,0,0,6.23,0,0.82,0,27.47,0,0,0.68,1.44,12.42,0,0,2.2,1.43,9.21,0,0,2.63,737.96,0,23.15,1.32,0,0,68.88,0,0,0,1.3,237.76,0,0,1.8,0,0
 36-46,0,0,0,3.19,0,0,34.34,0,0,15.24,80.19,3.16,0,0,2.54,4.06,0,2.34,2.17,12.93,5.61,0,0,0.67,1175.56,0,17.47,3.62,0,0,76.69,0,0,0,0,416.68,0,0,0,0,0
 48-58,0,0,0,3.44,0,0,101.08,0,3.76,0,183.96,0,0,0,2.6,5.4,0,0.5,4.95,3.31,10.01,6.67,0,0.5,1190.35,4.93,5.79,4.5,0,0,79.95,0,0,0.9,0,348.9,0,0,0.82,0,6.57
 60-70,0,0,0,3.8,5.07,0,346.86,0,6.23,9.24,183.71,1.76,0,0,1.4,12.48,0,3.88,0.89,0.72,25.49,0,0,0,1545.85,0,8.01,3.55,0,1.08,75.18,0,0,0,0,235.66,0,0,2.96,0,23.65
 72-82,0,2.02,0,22.91,6.18,0,720.21,0,0,0,174.93,1.91,0,0,7.9,6.3,0,0.63,1.17,3.25,17.58,1.17,0,0.69,1297.79,0,7.04,10.39,0,0.71,28.79,0,0,0,0,106.56,0.87,0,6.61,0,18.72
 84-94,0,2,0.78,6.33,0.84,0,581.68,0,0,0,150.39,11.18,0,0,16.03,2.04,8.1,1.47,1.73,13.67,13.98,0,6.15,0.96,911.27,0,18.44,4.67,0,0,108.66,0,0.7,0,0,117.67,0,0,5.39,0,0
 96-106,0,0.63,0,16.05,2.18,1.82,646.23,0.57,0,0,123.04,2.94,1.32,0,10.97,11.42,5.91,3.78,9.47,11.2,26.8,2.48,0,1.8,799.44,0,3.6,6.27,0,0,90.25,0,0,0,0,29.49,0.61,1.58,10.73,0.93,9.03
108-118,0,1.76,1.17,19.63,3.31,6.21,518.51,0.92,1.77,1.27,166.26,12.45,0,0.93,12.4,14.46,8.63,1.38,6.06,7.39,23.84,19.53,1.96,2.46,1036.48,0,12.71,7.3,0,0,47.85,0,0,0.43,0,48.89,4.11,1,8.09,2.47,8.74
120,0,0,0,35.41,6.76,7,507.25,1.99,15.52,6.64,180.39,18.7,0,0,17.34,7.45,1.43,0,18.25,0,36.42,1.1,2.75,8.36,1478.7,1.48,25.37,15.8,0,0,60.27,0,0,0,0,86.97,0,0,5.98,0,3.14
