stage,glial,neural,spinal_cord,vasculature
 36-46,0,2.62,1.34,0
 48-58,0,14.68,1.57,0
 60-70,0,1.01,0,0
 72-82,0,8.29,0,1.08
 84-94,0,2.36,0,0
 96-106,2.77,1.95,0,0
108-118,0,3.53,0,0
120,0,8.4,0,0
