stage,eye,glial,hatching_gland,mesenchyme,muscle,neural,olfactory,periderm,pronephros,spinal_cord
 10-12,0,0,8.95,0,0,8.01,0,0,0,0
 14-21,0,0,0,0,0,2.3,0,0,0,0
 24-34,0,0,0,0,0,1.47,0,0,0,0
 36-46,0,0,0,0,0,0.56,0.93,0,0.72,0.93
 48-58,0,0,0,0,0.4,0,2.22,0,0.61,0
 60-70,0,0.82,0,0,0,1.05,1.43,0,0,0
 72-82,0,0,0,0.85,0,0.96,1.32,0,0,0
 84-94,1.06,0,0,0,0,0,3.95,0.68,1.7,0
 96-106,0,0,0,0,0,0,2.59,0,0,0
108-118,0,0,0,0,0,1.47,5.64,0,0.78,0
120,0,6.03,0,0,0,0,3.8,0,0,0
