stage,endocrine_pancreas,epidermis,eye,fin_epithelia,gut,hatching_gland,heart,immune,mesenchyme,neural,periderm
 24-34,0,0,0,0,0,2.59,0,0,0,1.01,0
 48-58,0,0,0,0,0,0,0,0,0,0,4.33
 72-82,0,0,0,0,5.16,0,0,0,0,3.49,1.52
 84-94,0,0,0,0,0,0,1.02,0,0,2.95,3.94
 96-106,0,0,8.6,0,1.43,0,0,0,0,0,0
108-118,0.64,0.96,0,0,4.57,0,0,1.08,95.14,0,0.44
120,0,0,0,2.25,0,0,0,0,0,38.83,0
