stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,63.79,1124.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,0,0,0,0,0,0,0,0,0,0,0
  5-6,90.37,1770.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.56,0,0,0,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.01,42.09,0,26.87,0,0,0,107.49,0,0,0,0,63.99,0,0,0,0,0,0,0,0,0,0,0,845.38,16.06,0,0,277.54,0,0,9.53,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.12,0,16.96,0,4.67,0,72.64,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0,647.06,24.4,0,0,291.64,0,10.82,0,0,73.5,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.49,16.31,5.54,0,9.76,0,0,2.41,2.05,0,0,0,0,0,0,0,0,7.1,0,0,6.59,119.79,1.65,1.23,0,3.68,0,2.51,0,14.86,0,4.77,14.21,55.89,0,0,2.43,0,0
 24-34,0,0,0.8,0,4.62,0,0,12.25,0.97,0,4.49,0,0,0,0,2,0,0,0,0,17.16,0,0,8.47,210.89,0,1.36,0.6,0,0,3.5,0,0,0,0,1.34,50.52,0,0,1.2,0,1.04
 36-46,0,0,0,0,5.14,0,0,42.49,0.74,0,2.38,0,0,0,0,0.68,0,0,0,6.36,32.56,0,0,1.24,263.52,2.47,3.24,0,0,0,11.01,0,0,0.74,0.76,0,40.48,0,0,1.05,0,2.53
 48-58,0,0,0,0,4.12,0,0,65.35,0,0,10.52,0,0,1.66,0,0,0,0,0,0,17.67,0,0.37,1.76,183.96,0.46,0,0.62,0,0,1.12,0,0,0.62,0,0,50.84,0,0,3.03,0,5.13
 60-70,0,0,0,0,0,0,0,110.13,0.61,1.38,6.08,0,0,0,0,0.64,0.85,0,0,0,31.39,0,0,6.54,185.18,0,0,0,0,0.71,17.56,0,0,0,0,0,34.09,0,0,1.48,0,0
 72-82,0,0,0.68,0,6.97,1.94,0,93.21,0.62,3.01,22.65,1.13,0,0,0,1.05,0.55,1.75,0,0,26.7,0.59,0,0.53,175.08,0,0,0,0,0,0.56,0,0,0,0,0,24.45,1.44,0,0,2.36,0
 84-94,0,0,0,0,10.88,0,0,51.76,0,0.91,13.7,0.72,0,1.02,0.8,1.42,0,0.71,0,0,39.71,0.93,0.72,2.59,95.33,0,9.88,0,0,0,29.93,0,0,0,0,0,9.58,0,0,6.81,2.06,0
 96-106,0,0,0,0,5.33,0,0,50.46,6.32,0.59,10.98,0,0,1.6,1.6,1.17,0,0,0,0,26.62,3.79,0,1.03,127.56,0.66,1.71,1.2,0,0.97,9.62,0,0,0,0,0,0,0,0,3.9,0,0
108-118,0,0,0,0,1.97,1.57,0,25.17,2.73,0,19.12,1.27,0,8.2,0,2.75,1.52,0,0,0.53,26.36,1.69,5.43,3.57,143.6,0.92,1.68,1.23,0,0,4.84,0,0,0.89,0,0,3.62,1.68,0,3.92,0,0.6
120,0,0,0,0,14.82,0,2.94,45.55,2.56,0,20.06,2.39,0,0,3.38,2.58,10.87,0,4.16,0,49.2,13.79,17.36,4.4,223.36,0,10.44,12.04,0,0,11.71,0,0,0,0,0,0,0,1.52,4.81,0,0
