stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,0,0,0,0,0,0,9.04,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.69,0,0,0,0,0,89.74,0,0,0,0,0,30.84,0,0,0,0,0,0,0,0,0,0,0,839.58,17.71,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.43,26.01,1.18,0,28.71,0,0,0,1.02,0,0,0,0,0.82,0,0,0,0,3.97,0,0,2.73,3260.57,0,8.27,1.87,0.85,0,1.08,1.9,0,0,0,157.04,0,0,0,0,0
 24-34,0,0,0,0,4.05,3.93,0,49.09,0,0,0,17.11,0.59,0,0,1.36,0.61,0,0,0.76,0,32.1,0,0,18.68,15790.59,1.07,1.71,10.45,0,0,15.09,0,3.46,1.32,4.24,504,0,0,9.92,0,0
 36-46,0,0,0,0,11.6,0,0,155.29,0.97,0,0,38.1,0,0,0,10.33,11.52,0.83,1.67,17.85,8.45,42.81,0,1.81,17.37,30528.43,0.66,5.09,4.05,0,0,9.42,0,0,9.98,0,965.5,0,0,4.66,0,8.38
 48-58,0.39,0,0,0,62.54,9.04,0,780.7,0.74,11.25,7.04,132.01,0.46,0,6.24,16.23,1,42.85,0.48,19.52,10.75,115.69,1.7,2.5,36.43,32914.99,7.94,9.79,8.88,0,0.79,32.67,0,5.81,2.89,0,2342.64,0,0,13.09,0,40.34
 60-70,0,0,0,0,6.53,1.17,0,573.47,0,15.04,1.21,82.47,0,0,1.47,6.36,0,0.9,0,4.07,23.5,78.63,0,2.14,4.47,22103.42,15.05,0,0,0,0,25.8,0,0.62,0,0,3102.51,0,0.8,20.36,0,27.59
 72-82,0,0,0,0,71.42,19.89,0,888.11,1.49,3.07,8.22,110.69,1.23,2.07,2.2,10.49,0.74,16.1,0.51,9.25,8.9,219.52,0,2.75,20.21,13862.21,0,6.26,1.71,0,6.44,7.06,0,6.23,0,0,1350.46,0.88,1.23,7.82,1.22,55.05
 84-94,0,0,0,0,50.2,22.24,0,773.6,6.5,0,0.57,135.95,4.39,2.81,0.79,10.1,1.7,0.83,0,19.35,5.31,161.73,0,0.83,15.2,8495.97,9.42,0.71,3.91,0,0,20.96,0,1.13,0.68,0,1137.06,0,1.08,61.25,2.52,2.28
 96-106,0,0,0,0,42.52,13.78,0,507.44,10.77,14.41,0,76.77,7.59,0,0,1.92,0,16.96,1.28,0.91,0,57.98,0,6.79,6.03,6516.55,0,5.47,0,0,0,8.07,0,0.82,0,0,205.38,7.6,0,2.63,0,18
108-118,0,0,1.11,0,7.33,10.22,3.61,232.14,0,0.43,7.57,81.06,0,0,0,0,0.43,4.78,0,0,0,64.85,1.15,2.49,0.92,8860.22,0,1.91,0.83,0,1.58,7.64,0,0,0,0,190.42,1.13,0,0.84,1.21,3.84
120,0,0,0,0,1.27,6.62,0,116.71,0,0,0,12.09,0,0,0,1.85,0,0,0,0,0,41.39,0,0,10.27,7670.01,10.25,0,0,0,0,2.96,0,0,0,0,5.71,6.92,0,0,0,8.31
