stage,eye,glial,mesenchyme,neural
 36-46,0,0,0,2.9
 48-58,0,0,0,5.55
 60-70,0.75,0,0,18.39
 72-82,0,0,0,20.29
 84-94,0,0,0,19.02
 96-106,0,0,0,12.11
108-118,4.51,1.06,0.79,18.2
120,0,11.11,0,17.85
