stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.38,10.44,72.18,51.66,0,37.84,0,0,0,7.14,13.56,0.85,14.41,3.19,4.04,0,0,0,1.78,55.9,0,0,75.52,661.55,9.04,5.57,14.83,22.46,0,20.57,0.9,104.99,34,5.51,145.77,283.54,0,0,7.48,0,0
 24-34,0,2.06,1.89,42.85,4.36,0,96.09,0,10.05,8.87,29.13,1.51,0,9.41,6.42,2.03,3.43,6.51,1.75,17.58,136.95,0,0.89,70.02,1874.22,10.41,20.64,19.2,0,0.99,87.33,0,4.65,0.6,1.64,32.31,455.23,0,0,57.87,0,3.63
 36-46,0,0,0.56,50.98,0,0,190.42,0,8.73,14.83,96.04,1.44,0.76,13.28,13.75,1.31,13.28,9.15,2.39,10.81,216.92,0.95,0.86,60.53,2049.27,3.01,7.11,12,0,0,196.05,0,0,6.66,5.4,0,752.56,0,0,39.73,0,6.38
 48-58,0,0.98,0,64.47,0,0,265.76,0.6,8.72,14.62,206.59,2.11,0,5.99,35.28,0.38,0.82,7.72,5.28,12.87,192.24,5.4,5.5,31.24,872.9,0.9,16.14,16.37,0,0.39,96.84,0,0,2.23,4.16,0,435.24,0,4.2,26.81,0,24.2
 60-70,0,0.7,0,40.87,0,0,247.52,1.47,25.71,23,334.67,13.63,0,18.29,27.19,11.75,0.87,7.95,4.27,16.47,280.89,8.06,26.05,15.82,498.94,1.33,2.18,22.59,0,3.54,138.96,0,0,5.29,0,0,202.72,1.59,0.9,49.96,1.13,7.94
 72-82,0,2.61,0.75,49.01,1.7,0.76,109.46,0,21.07,13.68,219.13,14.25,0,6.15,26.73,6.2,7.86,13.95,4.57,6.84,274.97,2.93,22.85,23.3,303.47,0.52,7.34,11.48,0,7.03,117.33,0,0,10.74,0.53,0,60.54,6.1,4.97,34.76,8.25,10.49
 84-94,0,3.11,0,87.78,1.07,5.55,112.14,2.25,28.67,22.01,164.84,26.6,2.16,12,65.3,5.62,11.24,15.81,0.66,8.16,289.41,11.24,13.54,9.93,261.47,3.02,5.84,16.63,0,0,353.12,0,0,6.7,0,0,59.12,7.92,8.61,37.03,16.67,12.94
 96-106,0,4.4,0,81,20.09,0.72,105.88,0,14.81,5.81,159.92,27.83,0,7.47,62.09,4.85,8.15,16.65,5.85,0,268.69,2.04,9.99,8.28,215.16,0.85,8.65,21.35,1.2,1.16,315.06,0,0,1.26,0,0,12.23,8.87,9.72,32.55,11.01,7.39
108-118,0,20.53,0,88.14,11.68,20.99,104.63,0,31.26,24.52,214.14,19.34,0,2.1,60,9.99,14.83,7.1,3.35,1.04,218.18,3.64,6.19,10.29,271.59,1.01,13.69,25.03,0,9.56,237.53,0,0,3.96,0.49,0,23.04,7.62,3.79,22.49,10.71,5.4
120,1.12,0,1.28,143.96,1.9,5.62,144.01,0,19.7,22.47,284.62,29.53,0,1.85,130.59,12.01,13.4,11.62,1.55,5.95,333.65,18.38,0,19.6,328.92,5.94,4.34,26.71,0,30.02,222.71,0,0,4.95,0,0,41.78,3.03,8.63,35.18,10.27,0
