stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,56.9,1527.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.91,788.98,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,13.56,0,0,0,6.9,0,8.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.58,12.25,0,9.33,0,0,0,23.7,0,0,0,0,16.31,0,0,0,0,0,0,0,0,0,0,0,258.44,5.11,0,0,69.77,0,4.29,21.39,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.89,0,38.4,0,6.59,0,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.71,0,0,0,140.67,0,0,0,0,0,0,16.04,0,0,0,0,0,0
 14-21,0,0,0,0,16.41,6.3,0,14.2,0,0,4.12,3.05,0,0,0,0,0,0,0,0,11.68,0,0,8.75,202.29,6.95,0,1.38,1.11,0,2.51,0,21.15,0,3.3,12.26,43.74,0,0,0,0,0
 24-34,0,0,0,2.08,10.5,0.81,0,54.04,0,0.84,6.56,0,0,0,0,0,0,0,0.79,0,30.99,0,0,13.27,344.36,0.66,0,4.37,0,0,0.73,0,0,0,2.18,5.33,67.56,0,0,6.73,0,2.63
 36-46,0,0,0,0,0.79,0,0,58.08,0,0,8.64,0,0,0.73,2.2,0,0.88,0.65,1.94,3.56,17.95,0,0.92,4.41,146.35,9.21,0,6.27,0,0,1.89,2.58,2.9,4.02,0.57,0,40.23,0,0,8.16,0,1.52
 48-58,0,0,0,0,12.03,0,0,67.32,0,1.21,13.58,0,0,0.67,0,0,0,0.5,0,0,33.99,1.73,1.11,7.44,117.63,5.2,2.95,0,0,0,0,0,0,0,1.13,0,21.09,0,0,1.71,0,7.85
 60-70,0,0,0,0,5.34,3.32,0,69.38,0,1.28,17.65,0,0,0,0,0.61,0,0,5.62,0,57.09,0,0,8.51,135.77,3.11,0.88,0,0,0.71,0,0,0,0,0,0,12.21,0,0.9,0,0,0
 72-82,0,0,1.32,0,3.49,0.59,0,50.81,0,6.84,33.63,1.27,0,2.23,0.5,0,0.54,0.5,1.83,0,87.05,0,0.71,13.5,138.26,0,0,0.98,0,2.7,3,0.85,0,0.76,2.68,0,13.37,0,1.24,5.3,0,7.69
 84-94,0,0,0,1,9.21,1.61,0,54.07,0,8.1,28.1,4.45,0,1.01,1.47,1.37,0.75,2.21,1.67,1.11,72.2,0,6.65,5.02,110.24,0.94,2.02,2.88,0,0,6.55,0,0,0,0,0,11.72,0,4.29,4.8,2.95,0
 96-106,0,0,1.05,0,5.26,1.15,0,34.62,2.06,3.47,57.6,0,0,1.03,4.51,2.17,2.03,5.73,0,0,91.78,1.24,0.9,6.1,122.76,0,2.94,3.28,1.2,7.19,13.24,0,0,0.71,0,0,5.51,0,0,4.42,1.87,0
108-118,0,0,0.41,0,11.2,1.06,0.47,47.91,0.53,5.82,49.03,3.61,0,2.94,2.51,0,2.82,0.42,5.47,0.91,94.1,1.15,0.69,11.24,220.3,2.76,0.59,4.29,0,2.51,11.03,0,0,0,1.41,0,2.45,0.43,5.53,6.16,3.79,2.09
120,1.19,0,0,0,7.76,7.74,0,30.71,2.6,3.09,38.88,7.53,0,1.54,1.06,0,2.88,0,10.37,0,95.76,0,0,8.58,189.26,1.17,1.45,4.11,0,8.63,14.75,0,0,5.14,0,0,2.78,0,0,21.25,2.85,0
