stage,epidermis,eye,fin_epithelia,glial,ionocyte,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,1.82,0,0
 24-34,0,0,0,0,0,0,0.68,0,0
 36-46,0,0,0,0,0,0,0,0.89,0
 48-58,0,0,1.2,0.62,0,1,1.27,0.46,0
 60-70,0,0,0,0,0,0,0.79,0.94,0.75
 72-82,0,0,0,0,0,0,0.49,1.29,0
 84-94,0,0,0,0,0.58,0,1.91,2.05,0
 96-106,0,6.67,0,0,0,6.14,0,0.56,0
108-118,0,0.58,0,0,0,0,3.71,2.54,0
120,5.26,0,0,0,0,0,0,1.81,0
