stage,epidermis,erythrocytes,eye,glial,gut,immune,mesenchyme,neural,olfactory,periderm,vasculature
 24-34,0,0,0,0,0,24.14,0,0,0,0,4.24
 36-46,0,0,0,0,0,64.1,0,18.54,0,0,0
 48-58,0,0,0,0,0,157.72,0,0,0,0,0
 60-70,0,0,0,1.04,0,97.83,0.64,0,0,0,3.21
 72-82,0,0,0,0,0,66.87,1.04,0,0,0,0
 84-94,0,0,0,0,0,137.63,0,0,0,0,0
 96-106,6.03,0,0,0,1.35,94.9,0,0,0,0,1.57
108-118,7.56,0,0.54,0,0.51,122.33,0,0.42,0,2.11,0.88
120,10.06,1.22,0,0,8.33,528.56,0,19.03,7.72,0,1.45
