stage,eye,glial,mesenchyme,neural
 24-34,0.76,0,0,0
 36-46,0.82,0,0,2.13
 48-58,0.68,0.91,0,4.72
 60-70,1.04,0,0,2.46
 72-82,0.95,0,0,3.78
 96-106,2.02,0,0,3.24
108-118,0,0,1.39,0
120,0,0,0,5.36
