stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,185.55,4586.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,450.6,7760.55,0,10.26,0,0,0,0,0,0,0,0,0,64.54,0,0,0,0,0,0,0,0,0,0,0,291.62,31.21,0,0,78.09,166.4,0,0,0,0,0,0,0,0,0,0,0
  7-9,145.39,256.76,0,316.07,0,0,0,601.3,0,0,0,0,0,254.49,0,0,0,0,0,0,0,0,0,0,0,6501.23,203.26,0,0,2677.67,4.3,26.86,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,130.68,0,331.91,0,34.62,0,582.99,0,0,0,0,0,89.45,0,0,0,0,0,0,0,0,0,0,0,4997.98,33.36,0,0,1533.36,24.24,13.2,20.49,239.16,0,20.33,4.47,0,0,0,0,0
 14-21,0,3.19,0,28.05,356,104.17,0,239.8,0,0,0,64.09,15.65,8.01,6.19,2.86,10.79,1.48,0,1.76,0,197.56,0,0,194.86,3727.53,54.86,27.8,33.12,123.43,28.55,4.6,526.74,54.06,1.16,304.72,1071.09,0,0,19.11,0,2.12
 24-34,0,0,0,6.16,87.61,36.9,0,560.99,0,1.39,1.36,72.31,2.87,0,2.79,7.02,1.23,4.12,7.43,4.48,0,359.09,0,2.08,142.69,4841.04,19.06,36.56,34.84,0,52.76,0,0,6.13,0,22.23,988.1,0,0,53.38,0,3.95
 36-46,0,0,0,0,34.73,12.67,0,1307.75,0,0,0,72.87,1.32,0,5.71,11.4,0,18.81,0.57,3.49,1.29,277.17,0,2.76,96.7,3514.73,10.35,12.32,10.28,0,32.76,0,0,3.88,0,0.8,657.19,0,0,37.73,0,10.5
 48-58,0,0,0,0,56.34,7.09,0,1323.36,0.44,2.2,3.5,91.01,4.15,0,5.05,13.11,7.47,5.38,1.8,8.83,0,251.55,0.56,18.01,49.72,1544.22,1.52,4.45,12.66,0,7.12,0,0,1.4,0.46,0,241.57,0,0,21.21,0,6.99
 60-70,0,0,0.65,0,56.92,6.41,0,1029.51,1.01,3.21,3.35,68.91,5.45,0,0,4.85,0,4.42,7.59,2.25,0,226.42,3.37,10.07,36.03,823.17,0.93,0.75,7.36,0,3.55,0,0,0,0,0,48.83,0,0,5.89,0,0
 72-82,0,0,0.69,0,42.32,12.1,0,357.54,0.55,0.68,4.88,68.64,4.06,0,2.87,7.92,1.19,1.29,1.9,2.85,0,155.49,0.73,19.01,25.24,408.31,1.94,3.29,5.42,4.01,4.5,0,0,1.87,0,0,19.8,1.43,0.66,18.05,0,0
 84-94,0,0,0,1.79,40.58,8.31,0.8,298.12,0,0,8.14,47.78,14.75,0,0,14.55,5.37,2.66,0,14.32,0.96,158.74,1.36,17.95,32.5,385.53,2.61,6.94,10.24,0,6.37,0,0,1.42,0,0,4.39,2.93,0.71,23.75,0,0
 96-106,0,0,0,0,22.95,8.37,0,198.94,0,0,0,86.24,2.65,0,3.55,9.06,7.05,1.43,0.72,13.58,0,94.01,0.71,4.93,11.67,315.56,1.77,3.92,7.95,0,13.02,0,0,2.17,0,0,9.42,3.32,2.88,16.39,2.36,0
108-118,0,0,0,0,20.37,16.14,0,294.38,0,0,2.96,64.36,5.11,0,0.47,13.92,8.3,1.67,0.51,2.63,0.46,66.52,0.54,2.28,16.05,494.04,1.36,5.43,5.64,0,9.04,0,0,2.9,0,0,8.58,3.73,0,15.55,0,2.18
120,0,0,0,0,33.56,26.03,0,264.73,0,0,0,91.73,1.26,0,0,23.74,2.56,0,0,0,0,57.02,0,2.12,24.82,478.78,3.84,1.45,6.33,0,7.75,0,0,3.24,0,0,6.33,1.89,0,12.24,0,0
