stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.78,1884.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,124.25,1941.94,6.55,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,81.76,0,0,0,6.69,0,12.87,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.26,25.87,85.57,0,8.92,0,265.79,0,0,0,0,0,67.72,0,0,0,0,0,0,0,0,0,0,0,2225.23,49.78,0,0,874.89,0,3.63,27.58,0,0,0,0,0,0,0,0,0,0
 10-12,0,79.03,83.42,0,17.83,0,256.92,0,0,0,0,0,10.74,0,0,0,0,0,0,0,0,0,0,0,1919.84,84.51,0,0,683.52,0,0,19.96,0,88.58,0,0,5.88,0,0,0,0,0
 14-21,0,0,9.38,70.54,27.19,0,48.4,0,0,0,29.82,4.71,0,0,0,0,0,0,0,0,59.93,0,0,42.57,846.77,45.37,1.1,8.09,20.41,0,14.08,8.05,82.97,2.15,2.34,52.99,255.28,0,0,3.92,0,0
 24-34,0,0,1.01,16.08,2.82,0,150.57,0,0,0,10.4,1.88,6.16,0,0.6,0,0,1.08,2.45,0,98.7,0,0,34.8,974.3,6.56,4.16,5.83,1,0,34.29,0.86,0,0,0,5.08,187.85,0,0,17.94,0,3.2
 36-46,0,0,0,16.21,0,0,135.2,0,1.84,0,8.35,0,0,0.56,4.08,0,2.59,1.55,0.57,0,52.88,5.89,3.91,14.09,459.09,0,2.61,3.7,0,4.12,19.06,0,0,0,0,0,68.63,0,0,8.03,0,0.66
 48-58,0,0,0,7.32,0,0,124.15,0,3.7,2.43,21.2,0.84,0,0.7,1.43,0,0.4,1.3,0.37,0,52.12,0,5.28,15.94,179.95,6.55,1.82,6.88,0,0,10.23,0.65,0,0,0,0,20.46,0,0,5.56,0,3.31
 60-70,0,0,0,11.83,0,0,74.24,1.01,2.25,3.21,18.99,0.75,0,0,1.44,0,9.66,0,0,0,42.57,0,2.25,11.43,152.28,4.7,3.01,0,0,1.22,7.93,0,0,0,0,0,9.89,0,0,8.85,0,19.03
 72-82,0,0,0,6.95,0,0,58.67,0,0.51,3.21,28.43,2.39,0,0,2.58,0.7,0.64,2.37,1.23,0,34.5,0.56,5.48,9.9,93.64,0,5.89,1.39,0,0,2.29,0,0,3.74,0,0,17.67,2.62,0,8.81,0.51,1.71
 84-94,0,0,0,13.11,2.09,0,44.31,0,0.59,0,28.09,4.61,0,0,4.45,1.57,3.8,1.59,0.59,2.32,66.28,0,0,11.37,69.88,2.33,1.28,1.92,0,0,25.74,0,0,0.56,0,0,19.34,0,0,16.04,1.63,0
 96-106,0,0,0,17.07,6.65,0,60.66,0,1.04,0.81,17.54,5.53,0,1.55,9.67,0.56,1.54,2.86,6.85,6.45,41.77,0.83,1.41,10.09,62.94,0,1.4,1.55,0,2.72,51.31,0,0,0.67,0,0,10.69,0,0,7,0,1.89
108-118,0,0,0,5.46,2.93,0.47,31.3,0,1.67,9.09,27.07,3.12,0,0,8.12,4.61,5.16,0.92,6.4,2.34,36.12,0,0,12.55,114.41,0.69,5.49,5.48,0,3.92,16.99,1.18,0,0.75,0,0,0,0,1.74,10.7,0.91,10.56
120,0,0,0,18.26,6.07,0,30.47,0,1.11,0,22.92,19.29,0,4.92,11.44,0,13.98,0,2.32,1.61,54.98,0,7.13,23.32,91.23,0,0,12.27,0,0,14.99,1.53,0,2.12,0,0,0,0,0,27.48,0,1.1
