stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,28.68,588.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.03,391.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,11.06,25.39,0,22.63,0,0,112.16,0,0,0,0,0,15.57,0,0,0,0,0,0,0,0,0,0,0,878.05,52.88,0,0,198.93,0,0,18.05,0,0,0,0,0,0,0,0,0,0
 10-12,0,61.22,0,42.38,0,16.17,114.46,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,863.61,58.67,0,0,277.35,0,0,0,0,9.43,0,4.93,0,0,0,0,0,0
 14-21,0,0,0,7.52,43.87,17.49,47,0,0,0,25.35,7.16,0.91,0,0,0,0,0,0,0,55.29,0,0,46.12,1016.36,24.1,0,3.81,18.26,0,0,2.49,21.63,0,0.81,49.27,346.33,0,0,0,0,0
 24-34,0,0,3.22,4.92,13.76,1.7,79.14,0,0,4.39,52.8,1.01,1.4,1.33,0,0.6,1.56,1.09,0.76,1.28,114.58,0,0,37,2291.55,1.75,1.66,8.91,0,0,2.41,0,0,0,0.99,9.13,558.18,0,0,36.85,0,0
 36-46,1.07,0,0,0,3.25,0,128.31,0,0,5.55,117.71,0,0,0,0,0,0.56,0,0,0,136.53,0,4.21,23.59,2970.67,2.49,1.22,27.76,0,0,1.36,0,0,0,0,0,735.39,0,0,1.22,0,0
 48-58,0.39,0,0,0,3.86,0,439.89,0.92,0,9.02,207.94,0,0,0.56,0,0.48,6.79,0.45,1.78,0.74,180.73,0,6.88,24.12,2255.67,0,3.93,5.75,0,0.56,4.7,0,0,0.62,0,0,476.29,0,0.49,9.01,0,4.43
 60-70,0,0,0,0,2.75,2.11,923.59,0,0,0.84,187.9,0,0,0.6,0,0,0,1.72,0,0,153.61,0,4.51,7.31,2219.67,1.09,0.98,3.91,0,0,0.65,0,0,0,1.33,0,298.4,0,1.7,0.57,0.73,9.53
 72-82,0,0,1.75,0,9.58,15.03,833.88,0.59,0,9.82,221.39,2.95,0,0,0,0.53,0.57,0.67,0,0,144.6,0,3,9.67,1779.14,0,0,8.63,0,0,1.41,0,0,0,0.64,0,232.01,0,1.62,0.79,4.49,9.34
 84-94,0,0,4.22,0,12.8,4.11,634.98,0.56,8.96,3.35,168.52,1.44,0,0.85,0.64,1.56,0,0,0,2.28,137.06,0,4.71,7.16,1158.11,0,2.07,11.3,0,0,6.41,0,0,0,0.55,0,166.92,0.9,7.7,4.3,9.97,0
 96-106,0,0,0,0,9.74,1.22,630.42,0.87,0,1.71,205.18,2.32,0,3.79,0.83,0,0.57,2.09,0.7,0,75.19,1.13,3.49,4.85,1003.73,0,0,10.23,0,0,2.3,0,0,0,0,0,60.34,0,0,5.66,5.74,13.16
108-118,0,0,0.41,0,9.46,1.51,592.6,0.59,1.11,3.78,235.32,0.57,0,2.04,6.63,0.81,5.8,0,0.73,0.68,104.25,0,1.97,8.65,1216.47,0,0.49,12.51,0,0,3.42,0,0,0,0.51,0,39.37,3.42,4.79,2.22,3.84,3.45
120,0,0,0,0,5.65,2.25,541.05,16.93,1.78,2.12,342,2.35,0,0,3.54,1.63,0,0,0,0,158.07,0,0,1.82,1576.35,4.47,4.77,13.45,0,2.63,5.95,0,0,4.32,1.64,0,57.8,0,10.93,2.27,0,0
