stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,29.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.29,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.78,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.07,0,53.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634.5,0,0,0,56.11,0,18.63,0,0,20.98,0,5.32,0,0,0,0,0
 14-21,0,0,1.11,37.38,1258.09,1.24,0,26.72,0,6.65,0,3.03,47.66,1.58,14.73,0,5.91,0,1.49,1.04,0,39.75,0.82,0,29.63,346.61,0,25.92,77.34,0,0,116.89,0,0.96,13.91,6.69,171.81,0,0,0,0,0
 24-34,4.02,0,1.44,50.02,433.69,0.91,0,69.73,0,38.16,0.78,5.53,48.95,0,39.59,0,14.54,11.61,20.96,20.51,1.49,252.9,5.81,0,49.53,945.82,7.84,57.34,35.93,0,3.21,273.39,0,0,22.17,1.7,341.91,0,0,9.75,0,0
 36-46,8.46,0,0,5.08,386.97,1.99,0,113.06,0,68.25,2.24,8.64,30.76,0,23.25,0,22.93,14.63,7.36,32.42,23.76,205.52,6.65,2.58,30.11,1671.93,0,37.4,20.23,0,1.74,273.72,0,0,26.44,0,450.58,0,0,2.89,0,0
 48-58,0,0,0.44,0,210.69,0,0,439.32,1.37,97.75,22.65,42.16,30.7,1.56,7.03,0,13.06,4.37,17.76,9.08,18.35,207.97,18.02,9.23,37.78,1827.35,2,12.36,12.12,0,2.94,140.53,0,0,14.91,0,443.98,0,0.44,1.2,0,0
 60-70,2.52,0,1.44,0,315.07,0,0,1380.51,0.93,127.15,15.86,83.03,29.56,1.21,21.65,4.06,6.35,14.71,15.13,23.87,29.76,269.48,4.97,21.65,27.01,2005.53,3.31,8.01,29.52,0,9.22,116.93,0,0,40.55,0,413.2,4.43,16.08,0.75,2.26,7.72
 72-82,0,0,9.72,0.75,183.34,1.96,1.12,1149.59,0,95.84,15.31,146.64,42.04,0,2.99,0,7.33,2.86,34.9,12.72,19.02,346.45,16.14,9.47,42.14,1549.04,0.68,8.69,20.74,0,25.92,90.58,0,0,5.81,0,290.62,1.87,5.96,5.62,30.9,19.58
 84-94,0,0,14.24,0,378.78,1.3,5.59,866.4,0,139.85,19.07,147.41,49.48,7.68,9.33,1.26,11.69,12.59,29.16,41.36,66.34,305.97,22.93,19.6,38.92,1180.92,0,18.1,20.43,0,5.16,206.43,0,0,20,0,228.35,4.01,7.87,16.11,28.47,0
 96-106,1.12,0,15.54,3.83,311.02,16.79,11.11,1024.3,0,111.94,15.47,143.01,53.77,0,7.06,3.54,18.76,8.14,42.77,68.4,27.54,257.22,45.38,7.29,40.01,1002.01,0.7,26.03,27.49,0,20.12,191.48,2.06,0,9.11,0,103.86,4.41,1.31,0,20.6,1.22
108-118,0,0,21.08,3.57,441.87,10.21,71.44,866.31,3.02,189.75,31.14,202,69.43,0,4.8,2.39,23.68,29.04,28.93,87.46,69.39,368.85,23.21,15.96,45.05,1168.19,4.8,21.71,29.34,0,49.4,223.84,0,0,11.78,0,86.22,4.87,13.9,16.56,27.45,3.78
120,0,0,0,9.01,359.65,10.2,15.75,677.79,0,182.5,10.63,303.87,94.11,0,25.47,0,17.44,12.41,14.12,54.64,39.82,423.12,5.66,53.49,58.85,1570.8,16.4,13.34,55.91,0,73.68,159.5,0,0,14.2,0,118.52,6.17,32.06,19.17,62.27,0
