stage,eye,mesenchyme,neural,periderm
 14-21,0,0,0.88,0
 36-46,0,0,0,0.64
 60-70,0,5.55,0,0
 72-82,0,0.57,0,0.56
 84-94,5.36,0.75,0,4.55
 96-106,0,2.13,0,2.74
108-118,0,0,1.25,1.75
