stage,eye,glial,mesenchyme,muscle,neural
 24-34,0,0,0,0,1.05
 36-46,0.91,0,0,0,0
 48-58,0,1.6,0.41,0,1.64
 60-70,0,0,1.4,0,0
 72-82,0,0.55,0.76,0,0
108-118,3.44,0,0,0.86,1.02
120,1.15,0,0,0,0
