stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,8.13,15.89,479.19,200.18,0,322.25,0,6.31,0,51.66,18.31,85.59,20.58,17.98,1.86,1.83,2.49,8.48,11.29,293.79,0.86,0,260.61,2902.49,455.42,8.56,28.25,74.5,0,9.64,6.26,398.13,31.29,49.75,667.67,981.43,0,0,44.96,0,10.86
 24-34,0.88,5.86,3.89,222.39,44.42,0,430.34,0,24.39,6.12,82.71,3.62,1.98,17.77,32.4,2.57,6.33,4.87,3.39,25.4,437.51,2.4,0.81,211.6,3801.21,124.68,17.3,45.17,0,1.14,17.13,0,2.16,24.41,2.03,76.65,1027.44,0,0,166.91,0,36.85
 36-46,0,7.84,0.84,114.52,13.04,0,748.53,2.85,12.94,23.32,173.03,1.4,0,20.24,48.36,0,5.55,3.75,15.36,58.25,466.09,0,6.17,117.69,4181.89,63.8,14.27,23.95,0,0,14.34,0.81,10,18.56,20.61,0.69,858.2,0,0,131.08,0,60.63
 48-58,0.39,1.67,0,161.32,5.87,0,1433.33,2.62,21.26,59.06,358.58,2.39,0.37,9.98,47.67,1.96,15.02,2.33,10.35,63.79,664.2,2.74,26.1,134.35,4388.83,40.73,7.9,12.82,0,0.96,20.18,0,0.92,3.81,4.75,0,777.91,0,3.56,139.41,0,102.02
 60-70,0,1.48,0,187.21,10.87,4.29,2114.31,9.24,21.13,26.62,480.97,5.85,4.08,14.1,67.72,7.18,39.47,15.43,5.48,46.01,980.05,1.53,41.64,116.18,4383.63,26.83,24.4,28.02,0,10.12,8.5,0,0,10.69,7.16,0,489.72,0,21.31,113.09,8.2,116.82
 72-82,0,5.37,3.31,106.63,50.66,11.38,1829.45,2.07,20.18,57.49,392.62,12.49,1.11,14.17,85.6,6.54,34.79,5.59,6.95,16.71,942.15,7.05,34.21,83.61,3497.1,7.99,4.56,24.17,0,6.62,5.66,0,0,7.1,1.05,0,231.89,0.87,35.95,191.74,21.01,62.41
 84-94,0,3.86,1.04,133.84,64.62,30.99,1500.21,9.77,32.99,51.32,341.39,20.28,0.66,7.96,109.47,8.33,46.57,2.67,18.52,76.4,840.03,3.61,37.92,67.86,2474.82,14.02,15.18,44.44,0,14.23,23.17,1.4,0,22.32,1.21,0,170.11,4,34.27,207.05,36.75,84.34
 96-106,0,3.71,0,131.64,59.74,36.67,1234.45,3.85,17.09,35.87,396.19,8.31,0,17.41,107.24,8.08,27.68,3.79,34.61,28.71,601.31,6.92,42.14,55.74,1990.57,10.67,9.95,38.62,0,9.23,35.72,0.7,0,7.74,1.18,0,88.14,2.7,17.85,186.86,30.55,57.89
108-118,0,4.77,0.74,172.76,39.79,121.34,1198.63,2.91,26.04,33.65,324.51,4.55,0,8.75,119.71,8,73.02,3.24,15.75,49.59,589.64,0.62,25.5,46.87,2747.19,10.62,9.85,33.49,0,28.35,12.02,1.21,0,10.32,2.82,0,81.75,1.56,25.13,154.44,30.28,51.05
120,0,9.99,1.28,104.68,25.83,26.97,1054.76,8.94,15.11,23.75,494.62,12.26,0,4.67,135.1,19.02,39.9,6.71,12.26,9.21,568.84,1.49,34.09,100.09,3627.39,23.7,26.54,24.69,10.96,2.76,8.53,0,0,6.45,0,0,92.56,0,26.88,148.58,29.62,23.6
