stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,4.85,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.62,0,0,0,3.55,0,23.13,0,0,0,0,0,0,0,0,0,0
 10-12,7.78,0,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.79,7.83,0,0,48.03,0,130.98,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.3,23.23,0.96,0,3.42,0,0,0,1.01,0,0,0.84,0,3.95,0,0,6.64,0,1.75,41.61,0,3.49,58.18,0,0.87,0.81,0.82,0,9733.46,4.23,0,2.45,3.16,13.36,0,0,0,0,0
 24-34,0,0,0,34.1,4.13,0,39.39,0,12.61,2.55,3.23,6.09,4.2,0.67,2.63,15.58,0,3.26,6.72,1.84,53.75,112.35,0,20.34,614.4,14.82,9.48,12.9,0,0,15253.32,0,9.02,8.63,4.53,68.5,0,0,26.85,0,0
 36-46,0,0,0,50.47,1.73,0,41.54,6.88,98.57,0.84,9.98,12.52,2.58,0,0,61.41,0,2.79,0,0,35.1,147.57,0,12.64,376.14,2.93,1.92,2.07,0,0,17137.36,0,0.6,0,0,62.18,0,0,6.6,0,10.3
 48-58,0,0,0,110.65,3.58,0,70.9,0,147.15,0,21.02,4.69,9.54,0,0,33.71,0,10.37,7.36,9.98,22.3,82.91,0.44,8.92,275.23,2.27,1.62,0.39,0,5.19,10132.6,0,0,0,0,83.28,0,0.64,6.95,0,15.68
 60-70,0,0,0,229.79,0,0,137.84,0,75.93,0.81,8.8,19.97,4.35,0.71,3.4,42.17,0,18.3,0,0,28.93,17.41,0,1.93,162.33,0,0.98,6.54,0,0,6567.8,0,0,0,0,27.91,20.56,0,0,0,32.54
 72-82,0,0.61,3.31,398.94,4.23,1.16,52.31,1.57,82.85,6.46,5.03,24.15,0,0,0,55.49,0,29.81,0,4.38,28.97,14.18,0,4.45,129.11,9.68,4.59,1.55,0,0,3017.43,0,0,0,0,20.04,37.43,0,0.71,3.76,0
 84-94,0,0,0,845.15,1.69,0,47.59,0,238.81,3.73,3.47,91.98,6.15,0,2.01,134.68,0,30.37,0,4.3,15.33,52.31,2.76,2.9,70.43,0,0.71,0.78,0,0,6869.41,0,0,1.66,0,18.16,193.11,0,0.63,0,7.91
 96-106,0,0,3.08,1139.29,21.66,1.93,89.41,0.99,245.62,0.62,21.34,132.62,0,0,3.09,182.15,0.67,63.53,10.14,0.67,50.36,32.54,0,10.3,161.8,0.57,2.43,0,0,1.3,5270.61,0,2.49,1.07,0,0,378.52,1.23,0,3.26,7.63
108-118,0,0,6.09,1071.62,12.19,1.64,46.97,0,349.58,0.57,9.1,155.83,0,0,1.44,171.47,3.63,67.22,2.42,0.47,36.58,70.09,0.63,4.79,125.58,0,0,1.09,0,0,4792.84,0,0.95,0.49,0,0,592.57,0,6.26,2.88,4.97
120,0,0,1.66,819.72,5.54,0,11.79,0,127.86,0,6.45,61.81,0,0,1.14,88.95,0,36.88,0,0,20.44,36.45,0,0,132.39,0,0,0,0,0,1915.28,0,0,0,0,0,208.9,1.32,0,13.95,0
