stage,epidermis,eye,gut,ionocyte,mucous,neural,notochord,olfactory
  7-9,0,0,0,0,0,3.38,4.06,0
 10-12,0,6.38,0,0,0,0,0,0
 24-34,0,0,0,0,3.67,1.31,0,0
 36-46,0,0,0,0,0,1.67,0,0
 48-58,0,0,0,0,2.03,0.52,0,0.59
 60-70,0,0,0,0.58,11.77,0,0,0
 72-82,0,0,0,0,4.55,0,0,0
 84-94,0,0,0,0,6.55,0,0,0
 96-106,0,0,0.81,0,8.77,3.06,0,0
108-118,4.08,0,0,0.45,6.65,0,0,0
120,6.95,0,0,0,0,0,0,0
