stage,epidermis,exocrine_pancreas,eye,hatching_gland,heart,mesenchyme,neural,olfactory,periderm,spinal_cord,visceral_smooth_muscle
 14-21,0,0,0,0,0,0,0,0,1.89,0,0
 36-46,0,0,0,0,0,0,0,0,0,1.08,0
 48-58,0,0,0.96,0.75,0,0,1.83,0,0,0,0
 60-70,0.62,0,0,0,0,0,0,1.31,0,0,0
 72-82,0,0,0,0,0,1.06,0,0,0,0,0
 84-94,0.62,0,0.89,0,0,0,0,0,0,0,0
 96-106,0,1.58,0,0,0,0,5,0,0,0,1.22
108-118,0,1.84,3.99,0,0,1.96,6.27,0,0,0,1.28
120,13.97,0,0,0,2.18,0,0,0,0,0,0
