stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,155.8,3596.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.03,0,0,0,0,0,0,0,0,0,0,0
  5-6,105.3,877.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.12,0,0,0,0,0,79.67,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.78,99.17,0,284.36,0,0,0,118.52,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,2367.93,50.97,0,0,779.68,0,0,52.52,0,0,0,0,0,0,0,0,0,0
 10-12,0,136.64,0,365.04,0,21.55,0,594.21,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,4155.44,8.75,0,0,516.55,0,0,5.62,0,173.84,0,0,9.65,0,0,0,0,0
 14-21,0,0,0,5.1,283.69,156.83,0,46.04,0,0,21.88,6.44,0,8.22,0.9,3.57,0,0,0,0,77.33,0.83,0,36.49,1193.68,1.17,0,14.56,15.25,0,4.68,0,2.47,0.87,0,10.81,280.77,0,0,15.52,0,0
 24-34,0,0,2.71,4.3,42.2,12.16,0,105.93,1.93,1.44,58.85,2.76,0,20.24,12.34,0,0,3.86,0,2.06,125.65,0,2.12,31.14,3994.29,0.75,14.67,18.18,0,0,9.7,0,0,0,0,6.98,791.09,0,0,94.25,0,0.69
 36-46,0,0,0.73,0,38.15,2.47,0,163.18,0,3.58,307.82,0,0,6.49,3.98,1,4.38,5.54,0,0,92.47,0,0.57,6.72,4374.57,0,4.07,10.03,0,0,0,0,0,1.06,0,0,823.63,0,0.85,59.03,0,9.77
 48-58,0,0,0,0,25.56,1.15,0,225.39,0,0.75,348.51,0.37,1.29,8.38,9.06,10.65,10.48,3.97,0,5.32,80.92,0.37,3.33,5.05,2659.13,0,1.9,9.64,0,0.55,3.46,0,0,0,0,0,430.02,0,2.18,58.45,0,0.94
 60-70,0,0,0,0,41.87,0,0,283.18,1.27,0,174.8,3.07,0,4.75,16.57,0.59,0,12.48,0.95,0,85.87,0,12.85,2.92,2056.64,0.67,2.54,4.05,0,3.98,0,0,0,0,0,0,196.63,3.21,4.67,30.58,0,0
 72-82,0,0,0.61,0,11.94,2.3,0,165.49,3.01,1.1,93.85,2.07,0,4.11,13.69,1.65,0,7.76,0,0,78.44,0,19.05,7.73,1183.2,0,1.63,6.15,0,2.88,0,0,0,0,0,0,64.51,5.63,3.08,72.39,2.14,8.7
 84-94,0,0,1.43,0,27.52,0.61,0,177.36,0.55,6.12,69.68,2.09,0,15.37,39.86,1.97,1.37,3.09,0,0,58.62,0,5.61,6.2,905.77,0,8.66,4.52,0,1.49,3.28,0,0,2.74,0,0,48.33,14.29,2.35,24.82,2.52,0
 96-106,0,0,0,0,32.23,15.13,1.07,91.46,0,2.03,79.82,10.12,0,1.87,27.19,1.64,7.25,4.34,1.26,0,74.02,0,3.12,2.76,526.8,0,5.82,10.71,0,11.9,7.08,0,0,0,0,0,17.6,29.73,0,20.23,4.01,5.81
108-118,0,0,1.03,0,21.63,4.11,2.51,92.27,1.14,0,88.41,7.23,0,2.8,34.65,1.12,0,12.26,4.77,0,116.04,0,5.36,5.28,713.99,0.43,10.43,5.82,0,6.66,1.13,0,0,0.81,0.49,0,17.82,66.42,0,29.67,5.47,4.85
120,0,0,0,0,10.45,0,0,167.85,2.96,0,77.35,5.42,0,0,58.6,9.93,0,15.28,0,1.6,81.47,0,2.33,4.95,886.32,0,5.59,12.73,0,0,0,0,0,0,0,0,17.15,21.37,0,42.32,0,0
