stage,eye,liver,mesenchyme,neural,periderm,pronephros
 14-21,0,2.94,0,0,0,0
 36-46,0,0,0.86,0,0,1.03
 48-58,0,0,0,0,0,4.54
 60-70,0,0,0.6,0,0,7.16
 72-82,0,0,0,0,0,4.56
 84-94,0,0,0,0,0,12.9
 96-106,0,0,0,1.1,2.82,2.44
108-118,0.83,0,0,1.53,1.94,1.99
120,0,0,0,0,0,1.01
