stage,blastomeres,epidermis,glial,neural,notochord,paraxial_mesoderm
  3-4,126.96,0,0,0,0,0
  5-6,45.85,0,0,0,0,0
  7-9,0,0,0,10.98,0,12.59
 10-12,0,0,0,9.6,0,4.71
 36-46,0,0,0,0.86,0,0
 48-58,0,0,0.91,0,0,0
 60-70,0,0,0,7.21,0,0
 84-94,0,0,0,0,2.13,0
108-118,0,0.44,0,0,0,0
