stage,eye,glial,neural,olfactory,spinal_cord,vasculature
  7-9,0,0,7.18,0,0,0
 24-34,0,0,1.16,0,0,0
 48-58,0,0,4.11,0,0,0
 72-82,3.11,0,1.58,2.08,0.9,0.91
 84-94,0,0,3.41,0,0,0
 96-106,0,0,5.56,0,0,0
108-118,0,0.48,2.64,0,0,0
