stage,blastomeres,eye,fast_muscle,glial,neural,paraxial_mesoderm,spinal_cord,xanthophores
  5-6,6.75,0,0,0,0,0,0,0
  7-9,0,0,0,0,4.24,4.46,0,0
 36-46,0,0,0,0,5.05,0,0,0
 48-58,0,0.42,1.11,0,1.96,0,1.29,0
 60-70,0,0,0,0,4.26,0,2.47,0
 72-82,0,0,0.49,0.49,9.7,0,0,0
 84-94,0,0.95,0,0,19.87,0,1.07,0
 96-106,0,0,0,0,4.34,0,0,1.24
108-118,0,1.83,0,0,12.15,0,0,0
120,0,0,0,0,21.45,0,0,0
