stage,heart,ionocyte,mucous,neural,olfactory
 36-46,0,0,0,0.86,0
 48-58,0,0,0,0.71,0
 60-70,1.52,0,0,0,0
 72-82,0,0.6,0.66,0,0
 84-94,3.48,0,0,3.54,0
 96-106,2.16,0,0,0,0
108-118,4.2,0,0,2.2,1.13
