stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,11.68,0,0,0,0,0,17.56,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,17.31,8.85,0,0,10.91,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.94,0,14.8,0,10.92,0,4.95,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,246.01,27.57,0,0,73.15,0,0,0,7.06,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.9,29.79,12.55,0,15.74,0,0,0,3.24,0.85,2.13,0,0,0.99,0,0,5.51,7.44,26.01,0,0,15.04,234.64,24.63,1.23,2.14,2.71,0,0,7.85,0,0.8,20.25,109.26,0,0,18.48,0,5.98
 24-34,0,0,1.68,2.88,21.58,0,0,44.17,0,0.73,0,10.16,1.88,0,6.82,0,0,0,0.77,3.23,29.61,43.49,0,1.21,20.79,736.8,26.02,7.33,1.49,0,0,4.85,0,4.47,0,7.24,221.56,0,0,88.41,0,26.14
 36-46,0,0,0.98,0,12.1,0,0,128,6.48,0.64,1.46,28.22,0.82,0,3.09,0,0,15.59,1.67,5.06,7.2,54.05,0,2.4,16.91,1182.73,4.14,8.83,0.63,0,0,4.67,0,1.45,1.33,0,277.65,0,0,31.98,0,21.78
 48-58,0,0,0,0.43,9.83,0.98,0,262.81,2.74,9.27,3.68,99.77,0,0,2.9,1.79,0.49,6,1.98,0,3.84,87.41,0,5.95,21.3,1594.74,6.27,6.72,9.06,0,0.73,3.92,0,0.93,1.36,0,360.96,0,0,40.23,0,32.57
 60-70,0,0,0.7,0,20.78,1.62,0,644.91,0,1.13,8.13,257.88,0.62,0,1.5,4.34,0,5.79,0,3.12,9.62,125.99,0,1.5,9.62,1424.96,8.33,6.18,12.2,0,3.57,9,0,0.85,2.95,0,225.71,0,3.6,26.84,0.77,28.98
 72-82,0,0,1.15,0,19.01,6.92,0,1141.61,0.56,0.8,8.1,354.65,1.44,0,7.32,7.28,0.53,18.46,3,3.56,11.85,252.22,0,11.38,24.26,2349.68,0.9,15.12,3.21,0,1.95,0.53,0,0.9,0,0,214.76,0,5.42,58.31,5.56,21.13
 84-94,0,0,3.51,0,18.54,6.06,0,783.31,0,1.1,11.68,253.59,2.15,1.22,4.38,7.92,0.6,11.11,0.84,0,8.23,229.3,1.13,13.58,14.78,1324.33,3.34,5.85,13.24,0,12.01,7.21,0,4.87,0,0,166.44,0.9,8.65,48.82,12.51,24.9
 96-106,0,0,0.89,0,21,8.16,1.07,869.31,0,23.5,6.29,323.54,4.16,0,8.6,10.84,2.4,13.9,5.7,1.38,2.09,264.64,0,10.57,26.71,1541.72,2.74,15.58,14.73,0,0.97,13.51,0,0.69,4.85,0,78.56,0,11.85,92.43,12.28,24.36
108-118,3.02,0,0,0.45,17.48,8.8,0.75,829.71,7.47,8.45,17.55,368.11,6.51,0,0.99,14.46,2.39,41.25,3.48,9.95,8.35,274.15,0.6,9.81,17.76,1702.11,4.66,6.96,16.4,0,12.81,6.19,0,2.75,0.46,0,55.76,1.35,1,52.95,9.87,39.98
120,0,0,4.41,0,33.94,15.05,0,384.71,1.14,23.36,5.21,255,0,0,10.18,59.27,0,15.33,6.94,0,0,154.67,0,11.82,42.08,1559.33,4.99,12.14,15.68,0,4.48,2.55,0,3.17,1.6,0,47.47,0,2.55,32.8,18.04,4.77
