stage,epidermis,eye,neural
 24-34,0,0.62,4.22
 36-46,0,0,2.81
 48-58,0,0,3.32
 60-70,0,0,10.51
 72-82,0,0,1.52
 84-94,1.94,0,12.47
 96-106,0,5.41,6.6
108-118,0,0,6.65
120,0,0,4.76
