stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,539.19,7229.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.87,0,0,0,0,0,0,0,0,0,0,0
  5-6,494.06,5977.95,0,10.49,0,0,0,0,0,0,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,210.8,43.68,0,0,55.51,0,127.27,0,0,0,0,0,0,0,0,0,0,0
  7-9,61.91,49.28,0,86.57,0,0,227.13,0,0,0,0,0,72.98,0,0,0,0,0,0,0,0,0,0,0,1819.97,111.14,0,0,541.69,0,25.01,27.6,0,0,0,0,0,0,0,0,0,0
 10-12,0,68.65,0,176,0,17.39,212.08,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1919.5,78.21,0,0,655.1,0,0,38.65,4.19,82.83,0,0,5.09,0,0,0,0,0
 14-21,0,0,3.15,17.34,71.07,47.07,40.28,0,0,0,6.75,9.56,2.84,0,0,3.74,0,0,0,0.88,40.76,0,0,41.91,544.7,20.14,3.01,1.54,16.39,0,13.3,9.14,92.55,4.29,10.86,105.08,165.99,0,0,5.27,0,0.85
 24-34,0,0,0,2.85,14.21,3.37,51.38,0,0,2.23,6.56,0.66,0.67,2.46,0,2.31,0,0.65,1.53,0.98,39.53,0,0.81,20.03,621.31,4.58,3.07,3.49,0,0,14.51,0.86,1.59,2.91,0,9.15,104.25,0,0,18.53,0,6.43
 36-46,0,0,0,0,9.18,3.15,100.21,4.42,1.48,2.54,17.27,1.28,0,0.84,2.1,0.77,0,0,1.29,0,33.17,0,0.67,7.76,719.08,0,0,0.7,0,0,11.96,0,1.05,1.53,0,0,109.88,0,0.85,2.13,0,10.89
 48-58,0,0,0,0,1.25,1.45,120.42,0.65,2.18,2.48,26.52,0,0,0,0.44,0,2.2,0.38,0,0.4,48.73,0,2.77,7.6,392.49,0.66,1.27,1.86,0,0,9.46,0.65,0,0,0.4,0,105.12,0,0.49,4.8,0,4.52
 60-70,0,0,0,0,6.41,0.95,144.72,0,3.15,2.06,28.89,0.75,0,0,3.66,0,0,1.88,1.56,14.83,75.04,0.58,2.07,2.03,332.65,0,1.57,3.61,0,3.93,30.65,0,0,2.88,0,0,43.54,0,0,2.15,0,0
 72-82,0,0,0,0,3.58,1.46,55.72,0,0,1.4,11.13,1.76,0,0.89,0.68,0,2.54,0.51,0,0,61.68,0,1.12,2.91,168.99,2.6,0,1.24,0,0,13.06,0,0,0.5,0,0,11.76,0.74,2.19,11.1,0.74,0.78
 84-94,0,0,0,0,3.7,5.92,39.34,0,0.66,3.42,11.51,0,0,1.57,6.37,1.47,5.45,0,0,0,51.62,4.75,4.13,8.88,87.17,1.28,0.6,2.64,0,1.01,17.27,0,0,0,0,0,12.25,0,0,7.87,0,0.7
 96-106,0,0,0,0,7.41,4.88,31.69,0,0.61,0.63,22.36,5.87,0,0,6.08,0.86,1.5,1.86,0,1.74,31.75,6.37,1.67,10,76.18,1.37,0.67,2.23,0,0,27.37,0.7,0,0,0,0,3.46,0,1.4,12.11,1.53,1.88
108-118,0,0,0,0.74,11.74,3.08,39.19,0,3.09,2.94,24.74,6.69,0,1.35,6,0.43,0.5,0,4.28,0,27.2,0.54,0,5.83,109.69,2.12,0,0.57,0,1,17.33,1.58,0,0.45,0,0,2.35,1.02,0,5.69,0.65,13.16
120,0,0,0,0,12.24,3.82,62.34,0,0,0,17.2,1.53,0,0,12.53,0,0,2.11,5.74,0,32.75,0,0,1.74,113.62,1.25,0,0,0,0,28.28,0,0,3.2,0,0,5.77,0,0,12.13,0,0
