stage,blastomeres,eye,fin_epithelia,glial,ionocyte,mucous,neural,periderm
  3-4,15.88,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,5.09
 36-46,0,0,0,0,0.83,2.46,0,0
 48-58,0,0,0,0.83,0,6.85,0,0
 60-70,0,0,0,0,0,8.47,0,0
 72-82,0,0.87,0,0,6.84,27.89,0,0
 84-94,0,0,1.63,0,0,24.46,5.96,0
 96-106,0,0,0.67,0,0,36.66,0,0
108-118,0,0,0,0,1.34,15.96,0,0
120,0,0,0,0,0,12.87,10.15,0
