stage,epidermis,eye,glial,immune,mesenchyme,muscle,neural,otic,spinal_cord,visceral_smooth_muscle
 14-21,0,0,0,0,0,0,3.67,0,1.81,0
 24-34,0,0,0,0,2.17,0,8.8,0,6.13,0
 36-46,0,0,0,0,0,0,20.65,0,12.02,0
 48-58,5.82,0.65,0,0,0,0,74.08,0,9.73,0
 60-70,0,3.97,0.9,0,0,0,90.35,0,0.93,0
 72-82,0,0,0.98,0,0,0,57.11,0.51,5.91,0.5
 84-94,0.69,0,0.66,0,0,0,23.12,0.66,0,0
 96-106,1.35,1.04,0.57,0.93,0,0,55.93,0,0,0
108-118,0,6.01,2.48,0,0,0,43.73,0,4.33,0
120,0,0,0,0,4.65,2.35,141.08,18.27,10.69,0
