stage,blastomeres,epidermis,eye,mesenchyme,muscle,neural,paraxial_mesoderm,periderm
  5-6,12.39,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.84,0
 10-12,0,0,0,0,0,10.97,0,0
 14-21,0,0.85,0,2.98,0.91,0,1.46,0
 24-34,0,0,0.62,0.95,0,0,0,0.64
