stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,53.63,1047.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.24,0,0,0,0,0,0,0,0,0,0
  5-6,48.03,513.43,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.81,4.44,0,13.98,0,0,0,46.7,0,0,0,0,0,13.97,0,0,0,0,0,0,0,0,0,0,0,323.86,3.24,0,0,51.08,0,3.78,10.61,0,0,0,0,0,0,0,0,0
 10-12,0,5.09,0,14.31,0,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.44,14.79,0,0,116.05,0,0,0,0,19.51,0,0,0,0,0,0,0
 14-21,0,0,0,2.66,28.65,7.03,0,6.97,0,1,0,5.92,4.94,0,2.74,0,6.85,0,0.92,0,0,11.15,0,0,9.89,91.92,5.08,3.38,16.18,4.73,0,125.91,0,18.24,0.91,20.81,60.81,0,0,0.86,0,4.25
 24-34,0,0,1.58,0,10.99,1.68,0,18.63,0,3.29,0,10.51,1.02,0,0,0,2.52,0,2.28,3.11,18.7,18.17,5.63,0,5.71,454.55,5.5,15.13,19.1,0,0,151.84,0,0,4.89,2.49,104.33,0,0,20.32,0,18.33
 36-46,0,0,0,0,28.5,0,0,44.88,0,1.14,0,32.17,0,1.6,0,0,15.33,0,0.74,0.72,44.48,23.73,6.9,1.42,5.48,1433.51,4.5,10,8.39,0,0,137.98,1.61,0,1.24,0,195.93,0,0,7.49,0,34.03
 48-58,0,0,0,0,7.6,2.11,0,167.98,0,9.43,1.7,28.05,0.92,1.86,1.35,0,18.84,2.34,0.5,0.39,61.86,22.1,9.9,0.89,1.77,1446.23,5.83,7.37,8.85,0,0.97,146.27,0,0,0,0,253.69,0,0.44,3.74,0,57.84
 60-70,0,0,2.54,0,27.08,0,0,497.85,0,4.58,3.03,72.94,3.31,1.77,3.84,0,1.37,13.44,0,1.72,37.97,48,12.13,5.65,1.54,1715.22,1.31,9.01,5.95,0,0,105.3,0,0,0.63,0,293.37,0,0,16.44,0,82.28
 72-82,0,0,0.79,0,12.4,12.94,0,432.48,0.55,0.5,0.77,82.96,4.14,0.5,0,0,3.52,10.43,3.57,0,43.82,63.7,6.54,0.54,3.91,1272.82,0.53,14.35,7.42,0,0,77.68,0,0,0,0,161.9,2.43,0,0.76,0.96,57.67
 84-94,0,0,0,0,33.57,0,0,463.03,0,3.89,1.89,49.81,17.6,2.11,0,1.45,5.08,11.09,6.87,0.69,90.07,60.17,19.23,5.05,0.71,776.07,1.11,7.76,11.86,0,0,251.78,0,0,1.32,0,140.48,1.87,1.03,5.86,2.65,22.97
 96-106,0,0,2.28,0,30.89,5.6,0,537.63,2.37,4.56,3.4,102.88,13.23,0,1.53,0.64,6.91,11.85,3.39,2.05,45.86,59.48,5.08,0,1.26,648.82,1.07,12.71,24.79,0,0,171.61,0,0,0,0,68.27,5.27,0,4.02,0.66,51.62
108-118,0,0,0.95,0,45.18,0.72,2.51,598.7,0,5.89,7.7,94.18,7.92,0,0,0,5.77,45.23,5.58,2.94,48.53,45.05,39.08,1.35,0.42,768.47,2.99,7.09,17.26,0,0,137.95,0,0,3.38,0,30.46,5.64,0.43,6.33,0.74,50.07
120,0,0,3.52,1.66,43.82,1.76,0,369.33,0,12.87,35.77,114.79,13.16,0,0,2.43,12.41,24.32,2.19,0,23.37,60.95,5.98,0,3.01,1130.04,26.79,13.77,12.04,0,0,87.51,0,0,3.24,0,77.14,3.26,0,0,4.27,41.4
