stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,115.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,0,0,0,0,0,0,0,0,0,0,0
  5-6,111.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,12,0,0,0,0,0,11.48,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,91.47,3.53,0,0,70.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.75,21.56,0,0,125.47,0,0,0,0,18.75,0,0,0,0,0,0,0,0
 14-21,0,1.38,10.68,568.06,19.27,0,31.44,0,2.97,0,10.76,7.72,0,4.35,1.01,14.52,0,0.93,0,0.94,63.09,0.9,0,67.2,329.81,54.17,3.03,4.26,24.83,0,12.68,0,93.43,4.94,2.52,156.81,134.4,0,0,11.43,0,3.71
 24-34,0,1.5,0.98,374.89,0.6,0,38.96,0,26.48,4.54,29.21,1.84,0,4.75,7.77,19.81,3.38,3.68,0,13.96,175.45,5.69,0,109.5,582.59,23.6,12.5,2.54,0,0,24.02,0,0,5.6,5.41,40.46,134.67,0,0,54.62,0,3.61
 36-46,0,0.99,0,196.6,1.03,0,22.78,3.08,23.9,2.68,71.93,1.95,0,4.69,11.56,7.8,1.21,3.76,0,4.65,308.79,11.91,3.29,99.06,461.54,28.38,21.38,2.53,0,0,73.16,0.65,0,2.59,0,0,131.19,0,1.99,31.4,0.78,11.92
 48-58,0,0.42,0.84,122.18,0,0,48.02,0,60.89,15,125.83,0.39,6.41,3.32,32.44,2,1.58,4.59,6.72,5.01,353.56,9.91,18.04,101.39,290.79,33.96,23.83,4.39,0,0,58.85,0,0,2.1,6.45,0.55,101.02,0,0,41.45,0,30.83
 60-70,0,0,0,144.85,2.08,0,52.1,1.9,68.05,17.72,208.63,2.97,6.86,4.15,43.9,6.64,7.75,6.44,0,15.06,625.51,8.54,17.61,83.4,251.87,19.98,10.45,6.44,0,22.76,115.6,0,0,4.79,0,0,57.43,2.3,10.57,45.62,1.71,49.97
 72-82,0,3.79,4.06,128.5,7.52,0,72.07,2.66,37.81,42.65,221.38,24.83,1.84,10.23,75.32,9.61,13.06,15.36,0.99,9.88,860.45,24.59,41.02,109.08,315.15,6.32,43.62,15.65,0,28.08,86.23,0,0,2.25,0.59,0,25.49,7.53,31.6,94.19,31.73,68.22
 84-94,0,3.17,0,312.27,0,0,97.52,2.16,115.19,24.51,196.68,18.81,3.43,14.22,83.49,21.39,11.88,10.64,0,10.61,788.93,26.4,27.88,115.56,248.25,24.93,29.9,12.37,0,28.7,209.64,0,0,15.85,0,0,36.93,22.48,38.34,63.16,39.84,58.87
 96-106,0,8.77,0,452.61,25.26,0.89,128.82,3.16,103.09,22.39,281.84,38.87,0,11.86,128.19,55.97,12.51,32.89,11.59,7.65,958.14,55.95,66.23,171.49,389.54,28.52,64.86,30.96,0,54.12,364.07,0,0,6.55,1.18,0,28.66,63.28,61.96,160.95,76.12,66.78
108-118,0,5.22,1.46,480.46,11.05,5.38,145.24,4.09,169.92,32.34,338.49,41.81,0,24.91,136.71,66.14,41.22,28.76,21.46,14.51,1227.85,24.85,60.59,207.29,447.45,20.67,36.54,41.33,0,78.93,314.4,0,0,3.61,2.85,0,13.52,75.91,30.3,113.99,66.97,91.72
120,0,12.84,0,366.34,22.07,0,49.24,14.8,157.92,18.73,266.42,56.93,0,11.65,177.04,41.21,35.77,6.28,14.17,6.35,922.64,34.01,61.56,204.79,359.07,44.78,14.8,53.28,0,20.06,302.62,0,0,7.78,1.21,0,32.87,37.42,37.1,77.12,70.43,35.76
