stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.32,534.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,311.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.52,0,0,21.13,0,0,0,23.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.78,17.41,0,0,87.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,29.57,0,0,0,32.03,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,211.68,3.54,0,0,88.14,0,0,11.36,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.69,0.88,27.29,2.72,0,9.95,0,0,0,6.15,1.08,0,2.04,0,0,0,0,0,0,11.11,0,0,9.32,126.38,8.58,1.74,0,0,0,19.15,0.99,17.85,0,12.38,66.53,0,0,0.82,0,0
 24-34,0,0,0.75,0,16.21,0.6,0,21.75,0,0,2.13,3.54,0.89,0,0,0.8,0,0,0.72,3.48,0,22.58,0,0,7.29,867.35,2.11,11.05,3.4,0,0,12.12,0,0,0,3.76,197.24,0,0,5.06,0,0
 36-46,0,0,0,0.56,19.6,0,0,46.33,0,0,0,10.93,0,0,0.65,0,0,0,0.79,2.4,0,23.44,0,0,1.43,2315.68,1.66,13.19,0.81,0,0,5.34,0,0,0,0.83,333.26,0,0,8.44,0,0
 48-58,0,0,0.46,0,24.65,0.65,0,299.59,0,1,1.47,36.25,2.4,0,1.07,0,0,0.46,0.51,4.44,6.39,58.31,0,2.06,10.56,4131.75,0,8.24,1.64,3.66,0,4.86,0,0,0,0,426.1,0,0,3,0,14.52
 60-70,0,0,0,2.79,11.31,0,0,853.08,0,1.28,0.81,69.65,0,0,10.11,7.22,0,4.36,0,4.39,0,66.84,0,0,2.5,5040.48,0,16.07,13.02,0,0,7.24,0,0,2.11,0,447.61,0,0.9,13.21,0.85,12.17
 72-82,0,0,1.5,0,14.14,7.68,0,1309.63,0.5,0,2.48,83.92,2.12,0,0,3.21,0.52,1.28,1.33,1.03,0,115.79,0,13.19,12.07,4474.02,0,5.71,4.31,0,4.34,2.58,0,0,0,0,318.23,0.95,5.67,6.54,2.2,9.7
 84-94,0.62,0,1.43,0,32.95,2.29,0,882.91,0,5.38,4.41,105.44,3.32,0,1.66,2.63,1.11,4.62,1.28,8.01,0,98.85,0,17.3,15.17,2949.95,2.66,10.89,7.12,0,0.57,0.83,0,0,1.93,0,168.75,0,3.11,21.81,4.82,9.74
 96-106,0,0,0.61,0,21.96,3.02,0,711.85,0,1.22,3.32,63.53,1.15,0,5.3,1.64,1.32,6.16,0.62,6.49,3.66,99.25,3.07,6.49,5.28,2294.51,1.98,7.18,3.66,0,4.92,14.28,0,0,0.87,0,92.12,0,1.15,9.83,3.08,6.83
108-118,0,0,0,0,30.49,2.65,1.06,560.67,0,1.97,10.55,65.68,0.45,0,0.93,0.95,0.9,0,1.01,0.47,1.55,62.2,2.25,0,6.58,2937.09,0.89,8.26,2.27,0,0,1.39,0,0,0.54,0,69.49,0.68,1.37,4.85,0.96,0
120,0,0,0,0,21.77,2.26,0,473.07,0,0,12.74,83.96,0,0,0,1.06,4.71,0,0,0,0,98.12,0,0,3.15,3609.49,0,1.32,1.51,0,0,2.37,0,0,3.24,0,111.27,0,1.54,11.32,0,0
