stage,blastomeres,eye,neural,spinal_cord
  3-4,19.14,0,0,0
  5-6,12.8,0,0,0
  7-9,0,0,17.62,0
 10-12,0,16.71,5.65,0
 24-34,0,0,1.58,0
 36-46,0,0,1.05,0
 48-58,0,0.72,0,0
 72-82,0,0,0.52,1.03
