stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,68.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.63,111.14,0,0,0,0,0,0,0,0,0,0,38.32,0,0,0,0,0,0,0,0,0,0,0,12.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,70.02,10.81,0,70.23,0,0,22.53,0,0,0,0,0,365.5,0,0,0,0,0,0,0,0,0,0,0,326.48,16.24,0,0,78.49,0,0,5.5,0,0,0,0,0,0,0,0,0,0
 10-12,0,52.13,0,137.11,0,0,171.87,0,0,0,0,0,54.49,0,0,0,0,0,15.95,0,0,0,0,0,3009.86,76.42,0,0,112.75,0,5.41,0,4.19,15,0,4.75,9.08,0,0,0,0,0
 14-21,0,0,2.79,6.06,369.58,28.78,384.89,0,0,0,0.84,0.87,0,29.63,0,0,0,6.63,0,0,111.59,1.09,0,40.92,3209.77,112.23,0,90.7,3.32,0,21.31,0,22.86,0.86,18.9,130.31,557.54,0,0,16.53,0,0
 24-34,4.02,0,4.23,8.62,140.44,5.17,675.78,0,3.58,0,20.35,0.67,2.59,18.95,0,0,0,34.35,1.51,0,85.2,0,6.39,26.12,4073.66,39.16,0.94,113.05,0,3.89,56.13,0,0,4.25,2.48,34.64,622.81,0,0,86.49,0,0
 36-46,0,0,3.25,0,70.37,0,391.34,13.73,3.45,0,63.15,3.35,0,19.77,0,0,0,12.62,9.68,14.04,138.01,0,6.32,23.94,2669.66,8.26,1.2,91.12,0,5.37,77.7,0,0,0,11.22,0,473.5,0,3.88,15.36,0,0
 48-58,0.77,0,0.46,0,57.7,0,205.6,5.99,0.54,3.74,150.14,1.98,0,10.11,2.27,0,0.79,9.88,1.58,2.54,312.85,0,15.14,42.03,2396.81,9.38,0.94,54.13,3.66,15.89,12.86,0,0,4.52,11.31,0,295.2,0,7.54,30.94,0,3.98
 60-70,0.81,0,0.57,0,51.44,0,187.53,17.99,4.91,0.84,192.42,6.99,0,22.57,0,4.2,15.17,20.54,0.7,0,566.24,0,7.79,55.01,2883.23,8.43,0,47.62,0,28.27,22.22,0,0,1.95,10.59,0,216.69,0,45.01,7.54,0.89,7.87
 72-82,0,0,1.79,0.63,32.78,3.65,292.7,3.78,2.02,5.8,186.89,3.31,0,10.93,0.98,0,4.23,23.98,3.65,0,691.62,0,19.85,52.53,2692.92,2.48,1.72,86.83,0,30.15,14.35,0,0,3.27,4.86,0,205.21,0.62,29.23,10.74,6.56,2.96
 84-94,0,0,0.7,0.57,64.48,2.95,270.39,13.71,9.7,6.9,169.24,2.62,0,5.11,0,2.94,7.99,33.25,0,3.29,511.69,0.78,16.12,40.86,1730.59,18.72,1.88,85.75,0,10.57,45.58,0,0,5.1,4.08,0,148.25,4.9,24.35,11.56,3.48,10.42
 96-106,0,0,1.87,0.7,66.02,2.02,246.14,8.89,6.84,7.97,161.7,9.49,0,11.11,5.83,0.86,3.48,36.65,2.16,0,453.37,1.15,22.99,38.15,1323.03,10.06,1.23,87.81,0,7.09,19.22,0,0,2.14,3.94,0,44.93,8.36,18.39,18.89,9.21,0
108-118,0,0,2.52,0,76.36,5.68,260.47,4.2,7.22,7.71,212.78,19.7,0,0,0,0,7.48,31.45,1.91,3.65,557.45,8.99,15.86,30.69,1449.7,27.46,0.81,68.12,0,17.68,17.89,0,0,0.68,1.87,0,39.77,3.4,25.88,14.27,2.22,0
120,6.25,0,4.67,0,112.24,8.48,300.79,12.96,18.85,13.6,376.17,4.06,5.2,12.56,10.24,0,5.36,13.84,3.61,0,546.61,0,41.45,25.65,2470.47,78.41,1.62,95.21,0,19.66,8.19,0,0,0,1.21,0,71.58,13.99,41.18,14.23,13.72,0
