stage,blastomeres,endoderm,eye,gut,hatching_gland,liver,neural
  3-4,10.48,0,0,0,0,0,0
  5-6,29.8,0,0,0,0,0,0
 10-12,0,10.57,0,0,6.08,0,0
 24-34,0,0,0,0.91,0,0,1.52
 36-46,0,0,0,0,0,2.68,0
 84-94,0,0,0,0,0,1.22,0
 96-106,0,0,0,0,0,3.28,8.61
108-118,0,0,0,0,0,5.89,0
120,0,0,2.75,0,0,5.49,0
