stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.67,420.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.46,212.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,20.87,3.48,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.3,0,0,0,84.74,0,36.21,5.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.29,4.55,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.12,0,0,0,15.6,0,10.48,23.84,0,0,0,7.74,0,0,0,0,0,0
 14-21,0,0,0,51.78,0,0,4.84,0,0,0,0,0,0,3.09,0,3.41,0,0,0,0,1.71,0.86,0,22.18,10.99,2.17,0,3.72,0,0,1.86,0,13.15,0.89,8.01,69.48,6.73,0,0,0,0,0
 24-34,0,0,0.81,16.49,0.81,0,7.68,0,4.77,6.87,0,3.8,0,0,1.5,11.3,1.94,0,1.61,15.31,3.28,0.71,0,7.37,29.24,0,4.23,1.42,0,0,15.4,0,0,7.12,4.92,29.31,9.92,0,0,0,0,16.82
 36-46,0,0,0,19.79,0,0,3.01,1.31,17.56,9.2,0,3.84,0,0,0.98,5.02,0,0,0,45.28,1.83,0,1.77,5.06,68.99,0,0,0.6,0,0,19.98,0,0,0.67,2.02,0.58,16.89,0,0,0,0,37.1
 48-58,0,0,0,10.73,0,0,9.58,6.13,2.11,11,0,0,0,1.55,0.92,13.08,0,0,0,15.26,3.2,4.22,0,8.99,17.35,0.56,0,0,0,0,16.48,0,0,0,0,0,5.93,0,0,0,0,32.24
 60-70,0,0,0,3.78,0,0,56.75,4.78,10.56,23.38,2.08,1.99,4.94,0,1.14,7.93,1.44,0.57,2.6,8.99,6.56,4.53,1.74,0.58,66.88,0,0,0,0,0,13.81,0,0,0,0,0,7.75,0,0,0,0,20.95
 72-82,0,0,0,7.77,12.82,0,56.47,3.17,4.64,34.85,1.03,0,0,0,1.51,1.86,1.65,0,0,17.9,10.32,0,0,3.74,37.02,0.51,0,3.56,0,0,18.07,0,0,0.53,0,0,5.43,3.98,1.4,0,2.37,13.52
 84-94,0,0,0,19.01,7.11,0,39.13,0.98,16.41,19.26,1.77,5.17,0,0,3.06,9.3,6.62,0,0.63,43.86,32.31,0,0.65,7.67,38.47,0.75,0,1.51,0,0,43.07,0,0,0,0,0,3.29,7.94,1.07,0,0.71,58.52
 96-106,0,0,0,16.79,32.03,0,35.96,1.57,4.89,12.39,6.76,2.65,0,0,3.64,1.51,4.79,0,0,8.86,26.52,2.61,1.99,7.18,25.09,0,5.72,7.45,0,5,32.29,0,0,0.57,0,0,0.66,2.19,0,0,1.42,13.65
108-118,0,0,0,23.21,6.97,6.45,66.47,8.18,11.83,13.42,3.51,7.39,0,0,6.42,4.23,10.94,1.1,0.42,16.07,26.98,8.85,0,5.53,35.71,0.97,0,3.78,0,8.02,29.12,0,0,1.53,0,0,1.23,2.95,0,0.93,0,10.91
120,0,0,0,71.55,26.3,0,75.96,3.21,27.76,24.23,0,2.6,0,0,2.32,1.39,8.51,1.69,0,9.09,21.23,2.51,9.94,1.2,74.58,1.8,0,16.05,0,2.67,19.55,0,0,2.83,0,0,0,0,6.44,0,0,0
