stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,904,16799.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,1466.61,25670.33,0,26.4,0,0,0,0,0,0,0,0,58.79,0,0,0,0,0,0,0,0,0,0,0,725.79,105.72,0,0,220.37,0,363.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,256.38,809.55,0,880.47,0,0,0,1874.91,0,0,0,0,487.96,0,0,0,0,0,0,0,0,0,0,0,20520.47,428.78,0,0,8382.12,0,4.34,5.74,0,12.75,0,0,0,0,0,0,0,0
 10-12,0,358.83,0,477.1,0,36.38,0,973.68,0,0,0,0,88.31,0,0,0,0,0,0,0,0,0,0,0,8755.95,189.74,0,0,3699.2,0,0,21.22,7.91,508.27,0,20.56,19.25,0,0,0,0,0
 14-21,2.31,2.16,0,42.95,313.72,612.62,0,259.79,0,0,123.29,13.17,4.35,1.07,3.26,18.7,0,3.18,0,1.13,198.67,2.43,0,159,4318.19,83.71,25.62,45.33,191.76,0,108.26,1.4,443.42,30.01,0.96,277.32,1361.15,0,0,12.5,0,0
 24-34,0,0.83,0,4.12,88.6,71.93,0,1108.95,2.97,1.42,109.08,8.51,3.85,5.85,4.2,22.15,0,8.73,7.84,3.39,377.76,0,4.09,106.93,5199.32,10.94,29.13,20.89,0,0,111.26,0,1.66,8.35,0,28.85,1096.56,0,0,38.96,0,3.44
 36-46,0,0,0,0.56,35.61,8.82,0,2006.74,1.96,0,91.32,5.35,0,1.24,22.19,3.47,4.8,1.24,3.46,7.66,256.53,0.65,13.85,73.66,2891.58,7.5,13.65,2.66,0,0,58.94,0,0,2.78,4.33,0,542.48,0,0,13.64,0,8.78
 48-58,0,0,0,0,33.55,8.3,0,1762.43,9.37,3.88,52.16,6.16,0,2.39,1.17,1.4,0,4.47,10.5,5.23,187.46,0.42,24.28,46.25,1220.58,3.15,2.33,6.73,0,0,37.21,0,0,2.25,0,0,139.92,0,0,15.74,0,0.98
 60-70,0,0,0,0,60.05,1.56,0,1068.01,9.19,4.97,58.4,10.88,0,1.56,0.83,0,0.98,7.66,1.41,0.71,123.79,2.19,7.63,20.05,533.65,6.44,0.92,2.12,0,0,10.57,0,0,6.62,0,0,30.77,0,0,2.84,0,4.47
 72-82,0,0,0,0,29.42,6.78,1.72,344.07,1.19,2.23,55.24,15.44,0,0.55,6.35,3.6,2.18,0.68,0.88,0,118.24,3.39,2.47,24.28,333.56,3.38,8.94,0.71,0,0.71,17.47,0,0,0,0,0,5.15,4.15,0,10.57,0,3.84
 84-94,0,0,0,0,45.31,7,2.39,319.96,0,11.26,54.41,21.39,0,4.3,15.19,3.52,2.15,1.56,16.97,0,157.19,0,9.62,19.08,267.71,1.88,9.5,1.92,0,1.6,12.74,0,0,3.35,0,0,8.25,2.77,0,24.67,0,1.31
 96-106,0,0,2.25,0,39.45,27.65,1.56,216.26,0,1.57,49.65,19.55,0,3.95,18.33,0,2.83,4.69,5.39,0,69.54,1.35,4.51,12.77,288.3,2.06,7.43,2.45,0,0,13.04,0,0,2.29,0,0,2.19,1.15,0.72,18.07,0,0
108-118,0,0,0,0,43.12,30.91,0.43,258.5,3.7,5.69,50.86,22.13,0,2.07,29.61,6.39,6.88,2.01,13.47,0,71.66,0,0.46,21.17,388.37,6.81,7.31,7.18,0,3.79,16.38,0,0,1.61,0.49,0,2.46,6.92,0,19.99,1.83,0
120,0,0,0,0,35.05,30.46,0,342.07,1.35,2.07,168.02,19.45,0,3.08,58.75,4.01,2.77,1.84,7.68,0,113.73,0,2.35,26.11,567.1,1.1,1.27,10.3,0,0,8.98,0,0,2.3,0,0,6.42,0,3.8,43.26,4.69,0
