stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,1.07,22.6,6.21,0,19.21,0,0,0,0,0,0.98,0,0,0.81,0,0,0,0,12.28,0,0,4.85,143.52,0,0,0.88,1.37,0,0,17.46,1.76,0,24.49,41.73,0,0,0.9,0,0
 24-34,0,0,1.38,17.79,1.78,0,33.79,0.93,0,0.68,4.67,0,0,1.85,0.65,1.97,0,0,3.81,0,27.69,0,0.89,11.01,461.3,0.6,0.72,0,0,0,0.65,0,4.24,0,7.17,70.75,0,0,0,0,2.79
 36-46,0,0,0,18.49,6.7,0,45.58,1.83,0.62,0.77,6.89,2.06,0,0,0,0,0,0,0.67,0,29.57,0,0.7,11.16,322.09,0,1.13,1.73,0,0,0,0,7.57,0,1.09,40.52,0,0,7.07,0,0
 48-58,1.29,0,0,10.18,0,0,77.3,0.67,3.69,0,24.23,0.97,0,0.47,0.52,0,0,0,1.64,0.41,38.78,0,1.23,19.43,299.72,0,0.65,3.72,0,0,0.49,0,2.31,1.46,0,40.51,0,0.42,3.38,0,0.6
 60-70,0,0,10.35,13.8,0,0,78.19,0.81,0,0.86,7.57,131,0,0,3.08,1.22,1.81,0,0,0,56.64,0,1.41,7.87,254.08,0,2.07,2.01,0,0,5.36,0,3.73,0,0,19,0,0,0,0,3.07
 72-82,0,0,0,7.46,0,0,99.98,7.1,0,5.69,20.82,242.03,0,0,21.91,0,0,0,0,0,27.57,0,0.61,8.35,195.43,0,0.79,9.13,0,1.4,4.33,0,3.39,1.5,0,20.19,0,0,6.6,0,2.33
 84-94,0,0,0,18.59,0.69,0.79,61.32,1.31,0,1.41,5.65,998.97,0,0,21.87,4.76,1.03,0.73,0,0.73,26.79,2.28,3.72,5.87,120.04,0.67,3.05,1.54,0,0,32.35,0,7.65,0,0,1.75,0.71,0,6.36,0,2.83
 96-106,0,0,0,23.87,13.72,0,77.03,2.62,2.42,2.62,7.86,900.37,0,0,41.13,1.12,0,3.66,0,0.67,23.23,0,0,10.87,163.99,2.67,0,0,0,0,39,0,8.47,4.11,0,6.27,0.67,0.58,1.25,0,0
108-118,0,1.77,0.74,38.88,6.74,13.9,58.48,4.73,3.53,4.65,16.82,512.47,0,0,42.42,5.25,1.38,0,2.31,0.58,48.94,0.53,1.65,6.5,113.68,0,1,1.06,0,0,49.87,0,10.4,0.57,0,5.42,7.42,2.14,5.43,3.32,0
120,0,0,0,43.02,2.88,0,41.6,0,1.35,0,12.64,334.93,0,0,78.23,0,0,1.74,1.1,0,42.59,0,0,4.66,115.84,0,0,9.05,0,0,14.56,0,8.22,1.99,0,15.17,0,0,0,0,0
