stage,endoderm,epidermis,erythrocytes,eye,neural,somites,spinal_cord
 14-21,0,0,0,0,0,0.83,0
 24-34,0.7,0,0,0,0,0,0
 36-46,0,0,0,0,2.94,0,0
 48-58,0,0,0,0,2.04,0,1.15
 72-82,0,0,0,0,3.56,0,0
 84-94,0,0,0,0,1.4,0,0
 96-106,0,0,0,1.25,0,0,0
108-118,0,0.48,0,0,0,0,0
120,0,0,4.13,0,0,0,0
