stage,epidermis,eye,gut,iridophores,melanocytes,mesenchyme,neural,notochord,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,0,3.5,0,0,0
 10-12,0,0,0,0,0,0,0,0,4.84,0
 24-34,0,0,0,0,0,0,2.58,0,0,0.64
 36-46,0,13.31,0,0,1.88,0,1.82,1.55,0,0
 48-58,0,0.95,0,0,2.6,0,0.54,0,0,0
 60-70,0,0,0,0,4.82,0,0,0.62,0,2.66
 72-82,0,2.73,0,0,0,0,1.33,0,0,0
 84-94,1.34,0,0,0,2.08,0,6.4,0,0,0
 96-106,0,0,0.66,0,4.33,1.52,0,0,0,0
108-118,0,4.8,0,0.41,3.39,1.03,0,0,0,0
120,0,0,0,0,7.77,2.28,0,0,0,0
