stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,9.65,135.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,106.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.73,24.88,0,51.3,0,0,0,67.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.3,27.67,0,0,1269.48,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,56.99,0,97.38,0,0,0,502.72,0,0,0,0,0,22.54,0,0,0,0,0,0,0,0,0,0,0,1722.81,144.48,0,0,2386.24,0,0,8.79,68.64,0,5.78,0,0,0,0,0,0
 14-21,0,2.25,1.05,14.21,89.81,34.81,0,183.3,0,0,0,61.64,8.62,1.29,1.45,0,0,3.84,0,0,23.47,415.56,0,0,370.3,2498.5,413.16,7.23,57.69,102.7,0,1.03,1289.02,9.44,0,1068.13,827.12,0,0,3.73,0,35.48
 24-34,0,0,4.06,12.07,77.31,5.57,0,81,0,9.13,54.83,225.08,3.72,0.67,9.32,0,2.95,7.24,0.66,6.12,66.75,1082.28,3.46,1.79,521.01,3805.79,615.91,5.69,100.63,0,2.6,4.48,5.46,13.54,0.62,220.62,637.53,0,0,65.49,0,121.68
 36-46,0,0,3.09,0,48,4.02,0,117.86,0,11.12,139.52,916.61,0,0,6.93,0,0,11.13,0,7.76,33.88,1327.23,0.6,16.59,401.54,4795.34,375.64,4.83,62.21,0,0,10.3,0.86,35.98,0,2.42,933.13,0,1.37,41.38,0,142.33
 48-58,2.12,0,2.15,0.41,73.17,16.08,0,968.58,8.21,37.66,209.03,1578.79,5.5,0,18.98,4.24,11.11,55.09,2.1,4.26,42.86,2563.3,12.45,19.77,291.85,4740.76,248.22,8.7,85.64,0,0.45,8.36,0,10.2,0,0,1052.71,0,0.98,41.56,0.5,220.76
 60-70,0.8,0,0.95,0,41,5,0,4050.46,3.2,50.94,183.88,1336.62,5.86,0,17.55,10.34,0,49.03,0,13.82,30.76,3007.56,7.29,36.04,163.76,4252.55,113.62,0,83.86,0,5.57,22.68,0,12.76,0,0,602.97,0,10.55,23.27,10.02,116.67
 72-82,0,0,9.44,0.95,55.38,6.75,0,4834.59,2.99,26.02,180.72,1171.01,8.42,1.09,8.28,7.19,0.63,34.78,2.05,10.49,18.94,2341.1,5.1,40.11,161.64,3154.07,54.37,1.56,106.42,0,7.24,22.41,0,15.72,0,0,312.88,0,62.52,41.66,30.28,211.71
 84-94,1.23,0,5.31,2.28,64.59,25.11,3.37,2882.48,4.81,31.57,133.35,779.33,15,7.26,14.2,14.38,2.93,47.87,3.96,13,19.66,2120.77,9.05,39.91,112.05,1957.15,63.3,5.04,96,0,9.24,73.85,0,17.36,0,0,219.52,6.11,63.21,37.59,45.93,150.41
 96-106,1.12,0,5.78,2.1,92.78,16.51,0.98,2748.7,4.71,39.09,108.1,820.92,7.65,1.06,9.28,21.82,2.25,55.05,2.58,31.59,27.29,1340.37,4.78,24.28,89.13,1795.25,43.92,2.29,99.91,0,12.22,89.63,0,8.65,0,0,62.35,0.67,47.79,29.44,29.57,90.85
108-118,0,0,6.81,0.92,72.96,14.02,19.4,1886.05,3.02,43.66,130.39,867.96,19.67,0,15.52,20.36,1.45,119.35,1.3,44.04,24.96,1299.86,22.91,23.5,87.14,2239.61,41.41,3.63,122.55,0,32.75,36.96,0,7.22,1.23,0,71.26,13.13,35.74,17.69,37.8,165.99
120,2.23,0,4.31,4.41,93.22,7.85,3.41,2340.68,0,24.89,183.06,1163.09,16.56,0,14.65,24.95,2.81,55.91,1.34,49.61,15.1,1850.18,35.78,43.05,91.46,3148.29,106.12,8.55,112.91,0,58.22,40.45,0,12.79,0,0,84.9,12.35,56.75,25.6,108.05,62.35
